Model,MDO34
Firmware Version,1.10.4

Waveform Type,ANALOG,,,
-1.772e-07,-0.04,0.004,0.024,0
-1.768e-07,-0.04,0.004,0.016,0.008
-1.764e-07,-0.08,-0.004,0,0.008
-1.760e-07,-0.04,0.004,0,0
-1.756e-07,0,0.004,0.008,-0.008
-1.752e-07,-0.04,0.004,0.008,-0.008
-1.748e-07,0,-0.004,0.008,0
-1.744e-07,-0.04,0.004,0.008,0
-1.740e-07,-0.04,-0.004,0.008,-0.008
-1.736e-07,-0.04,0.004,0.008,0
-1.732e-07,-0.08,0.004,0.008,0
-1.728e-07,0,0.004,0.008,-0.008
-1.724e-07,0,-0.004,0.008,-0.008
-1.720e-07,-0.04,0.004,0.008,-0.008
-1.716e-07,0,-0.012,0.016,0
-1.712e-07,0,-0.012,0.016,0
-1.708e-07,-0.04,-0.012,0.016,0
-1.704e-07,-0.04,0.004,0.016,0
-1.700e-07,0,0.004,0.016,0.008
-1.696e-07,-0.04,0.004,0.008,0
-1.692e-07,-0.04,0.012,0.008,0.008
-1.688e-07,0,-0.004,0.016,0.008
-1.684e-07,-0.04,-0.012,0.016,0.016
-1.680e-07,-0.04,-0.004,0.008,0.008
-1.676e-07,-0.04,0.004,0.008,0
-1.672e-07,0,0.004,0.016,0
-1.668e-07,0,0.004,0.016,0.008
-1.664e-07,0,0.004,0.008,0.016
-1.660e-07,-0.04,0.004,0,0.008
-1.656e-07,0,0.004,0,0.016
-1.652e-07,-0.04,0.004,0.008,0.008
-1.648e-07,0,-0.004,0.008,0.008
-1.644e-07,0,0.004,0.008,0
-1.640e-07,-0.04,0.012,0.016,-0.008
-1.636e-07,-0.04,-0.004,0.008,0
-1.632e-07,-0.04,-0.004,0.008,-0.008
-1.628e-07,0,-0.004,0.008,-0.008
-1.624e-07,0,0.004,0.008,0.008
-1.620e-07,0.04,-0.004,0.008,0.008
-1.616e-07,-0.04,-0.012,0,0
-1.612e-07,-0.04,-0.012,0.008,0
-1.608e-07,-0.04,0.004,0.016,0
-1.604e-07,-0.04,-0.012,0.016,0
-1.600e-07,0,-0.004,0.008,0
-1.596e-07,-0.04,-0.004,0.008,0
-1.592e-07,0,-0.012,0,0
-1.588e-07,0.04,-0.004,0,0
-1.584e-07,-0.04,-0.004,0.008,0
-1.580e-07,0,-0.012,0.016,0
-1.576e-07,0,-0.004,0.016,0
-1.572e-07,0,-0.004,0.008,0.008
-1.568e-07,0,0.004,0,0
-1.564e-07,-0.04,-0.004,0.008,0
-1.560e-07,-0.04,0.004,0.008,0.008
-1.556e-07,-0.04,-0.004,0.008,0.016
-1.552e-07,-0.04,0.004,0,0.016
-1.548e-07,0,0.012,0,0.008
-1.544e-07,-0.04,0.012,0,0
-1.540e-07,0,0.012,0.008,-0.008
-1.536e-07,0,0.012,0,0
-1.532e-07,-0.04,0.004,0.008,0
-1.528e-07,-0.04,0.004,0.008,0.008
-1.524e-07,-0.04,-0.004,0,-0.008
-1.520e-07,-0.04,0.004,0,-0.008
-1.516e-07,0,-0.004,0,-0.008
-1.512e-07,0,-0.004,0,-0.008
-1.508e-07,0,-0.012,0,-0.016
-1.504e-07,-0.04,-0.02,0,-0.016
-1.500e-07,-0.04,-0.012,0,0
-1.496e-07,0,0.004,0.008,0
-1.492e-07,-0.04,0.004,0.008,0
-1.488e-07,-0.04,0.004,0.008,-0.008
-1.484e-07,-0.04,0.004,0.008,0
-1.480e-07,-0.04,0.004,0.016,0
-1.476e-07,-0.04,0.004,0.016,0
-1.472e-07,-0.04,-0.004,0.024,0.008
-1.468e-07,-0.04,0.004,0.016,0.016
-1.464e-07,0,0.004,0.008,0.016
-1.460e-07,-0.04,0.012,0,0.016
-1.456e-07,-0.04,0.012,0.008,0.008
-1.452e-07,-0.04,0.004,0.008,0.008
-1.448e-07,-0.04,0.004,0.016,0.008
-1.444e-07,-0.04,0.012,0.024,0.016
-1.440e-07,-0.04,0.004,0.024,0.016
-1.436e-07,-0.04,0.012,0.008,0.016
-1.432e-07,0,0.004,0,0.008
-1.428e-07,-0.04,-0.012,0,0
-1.424e-07,0,-0.012,0.008,0
-1.420e-07,-0.04,-0.012,0.016,-0.008
-1.416e-07,-0.04,-0.02,0.008,-0.008
-1.412e-07,0,-0.02,-0.008,-0.008
-1.408e-07,-0.04,-0.012,-0.016,-0.008
-1.404e-07,-0.04,-0.012,-0.016,-0.008
-1.400e-07,-0.04,-0.012,-0.016,0
-1.396e-07,0,-0.02,-0.008,0
-1.392e-07,-0.08,-0.02,0.008,0.016
-1.388e-07,0,-0.012,0.016,0.008
-1.384e-07,0,-0.004,0.016,0.008
-1.380e-07,0,-0.004,0.016,0
-1.376e-07,0,-0.004,0.016,0.008
-1.372e-07,-0.04,0.004,0.016,0.008
-1.368e-07,-0.04,0.012,0.024,0.024
-1.364e-07,-0.04,0.028,0.016,0.016
-1.360e-07,-0.04,0.028,0.016,0.016
-1.356e-07,-0.04,0.02,0.016,0.008
-1.352e-07,-0.04,0.012,0.016,0.016
-1.348e-07,-0.04,0.012,0.024,0.016
-1.344e-07,0,0.004,0.016,0.008
-1.340e-07,0,-0.004,0.008,0
-1.336e-07,0,0.004,0,-0.016
-1.332e-07,0,0.012,0.008,-0.024
-1.328e-07,0,0.012,0.008,-0.016
-1.324e-07,0,0.012,0.008,-0.008
-1.320e-07,-0.04,-0.012,0.008,0
-1.316e-07,0,-0.012,0.008,0.016
-1.312e-07,0,-0.012,0.008,0.008
-1.308e-07,-0.04,-0.004,0,0.008
-1.304e-07,0,-0.012,-0.008,0
-1.300e-07,-0.04,-0.012,-0.008,0
-1.296e-07,-0.04,-0.012,-0.008,0
-1.292e-07,0,-0.012,0,-0.008
-1.288e-07,-0.04,-0.028,0.008,-0.016
-1.284e-07,-0.04,-0.012,0,-0.016
-1.280e-07,-0.04,-0.004,-0.008,-0.008
-1.276e-07,-0.04,0.012,0,0
-1.272e-07,-0.04,0.004,0.008,0.008
-1.268e-07,0,0.004,0.008,0.008
-1.264e-07,-0.04,0.004,0.016,0.008
-1.260e-07,0,0.004,0.016,0.008
-1.256e-07,-0.04,0.004,0.024,0.008
-1.252e-07,-0.04,0.004,0.024,0
-1.248e-07,-0.04,0.004,0.024,0.008
-1.244e-07,-0.04,0.004,0.024,0
-1.240e-07,-0.04,0.012,0.024,0
-1.236e-07,-0.04,0.004,0,0.008
-1.232e-07,-0.04,-0.004,0,0
-1.228e-07,-0.04,-0.004,-0.008,0
-1.224e-07,-0.04,-0.012,-0.008,0
-1.220e-07,0,-0.004,0,0
-1.216e-07,-0.04,-0.012,0.008,-0.008
-1.212e-07,-0.04,-0.004,0,-0.008
-1.208e-07,0,-0.004,-0.008,-0.016
-1.204e-07,-0.04,-0.004,0,-0.008
-1.200e-07,0,-0.004,0,0
-1.196e-07,-0.04,0.004,0,0
-1.192e-07,0,-0.012,0,0.008
-1.188e-07,-0.04,-0.012,0,0.008
-1.184e-07,-0.04,-0.012,0,0.024
-1.180e-07,0,-0.012,0,0.016
-1.176e-07,-0.04,-0.004,0.016,0
-1.172e-07,0,-0.004,0.016,0
-1.168e-07,-0.04,0.004,0.024,0
-1.164e-07,-0.04,0.012,0.024,0
-1.160e-07,0,0.012,0.032,0.016
-1.156e-07,0,0.004,0.024,0.024
-1.152e-07,0,0.004,0.016,0.016
-1.148e-07,-0.04,0.012,0.024,0.008
-1.144e-07,0,0.012,0.016,0.008
-1.140e-07,0,0.004,0.016,0.008
-1.136e-07,-0.04,-0.004,0.008,0.008
-1.132e-07,0,-0.004,0.008,0.008
-1.128e-07,0,-0.004,0.008,0.008
-1.124e-07,0,-0.004,0.008,-0.008
-1.120e-07,-0.04,-0.004,0,-0.016
-1.116e-07,0,-0.004,-0.008,-0.008
-1.112e-07,-0.04,-0.004,0.008,0
-1.108e-07,0,-0.004,0.024,0.008
-1.104e-07,0,-0.012,0.016,0
-1.100e-07,-0.04,-0.012,0,0
-1.096e-07,-0.04,-0.004,0,0
-1.092e-07,0,-0.004,0,0
-1.088e-07,-0.04,-0.004,0.008,-0.016
-1.084e-07,-0.04,-0.012,0.008,-0.008
-1.080e-07,0,-0.004,-0.008,-0.016
-1.076e-07,0,0.004,-0.008,-0.008
-1.072e-07,-0.04,-0.004,0.008,0
-1.068e-07,-0.04,-0.004,0,0.008
-1.064e-07,-0.04,-0.004,0,0.016
-1.060e-07,0,-0.004,0,0.016
-1.056e-07,0,-0.004,0.008,0.016
-1.052e-07,0,0.004,0.016,0.008
-1.048e-07,0,0.004,0.016,0
-1.044e-07,0,0.004,0.016,0
-1.040e-07,-0.04,0.004,0.016,0.008
-1.036e-07,-0.04,0.004,0.008,0.008
-1.032e-07,-0.04,0.004,0.008,0
-1.028e-07,-0.04,0.004,0,-0.008
-1.024e-07,-0.04,-0.012,-0.008,0
-1.020e-07,-0.04,-0.004,-0.008,0
-1.016e-07,0,0.004,0,0
-1.012e-07,0,0.004,-0.008,0
-1.008e-07,0,-0.004,0,0
-1.004e-07,0,-0.012,0.008,0
-1.000e-07,0,-0.012,0.008,0
-9.960e-08,-0.08,-0.004,0.008,-0.016
-9.920e-08,-0.04,-0.004,0,-0.016
-9.880e-08,0,-0.004,-0.008,-0.016
-9.840e-08,0,-0.012,-0.008,0.008
-9.800e-08,0,-0.012,0,0.008
-9.760e-08,-0.04,0.004,0.016,0.008
-9.720e-08,-0.04,0.004,0.016,0.008
-9.680e-08,0,0.004,0.008,0
-9.640e-08,0,-0.004,0.016,0.008
-9.600e-08,0,-0.004,0.024,0
-9.560e-08,0,-0.012,0.024,0.016
-9.520e-08,-0.04,-0.004,0.024,0.016
-9.480e-08,0,-0.004,0.016,0.016
-9.440e-08,0,0.004,0.016,0.008
-9.400e-08,-0.04,0.004,0,0.008
-9.360e-08,-0.04,0.004,0,0
-9.320e-08,0,-0.004,0,0.008
-9.280e-08,0,0.004,0.016,-0.008
-9.240e-08,-0.04,0.004,0.016,0
-9.200e-08,0,0.004,0.016,0
-9.160e-08,-0.04,0.004,0.016,0
-9.120e-08,-0.04,-0.004,0.008,0
-9.080e-08,-0.04,-0.004,0.008,0
-9.040e-08,-0.04,-0.004,0.008,0
-9.000e-08,-0.04,-0.004,0.008,0
-8.960e-08,-0.04,-0.012,0,0.008
-8.920e-08,0,-0.012,0.008,0.008
-8.880e-08,-0.04,-0.004,0.008,0.008
-8.840e-08,0,0.004,0.008,0.008
-8.800e-08,-0.04,-0.004,0,-0.008
-8.760e-08,-0.08,-0.012,0,-0.008
-8.720e-08,-0.04,-0.004,0,0.008
-8.680e-08,-0.04,0.012,0.008,0.016
-8.640e-08,-0.04,0.004,0.024,0.016
-8.600e-08,-0.04,0.004,0.008,0.008
-8.560e-08,0,0.004,0.016,0.008
-8.520e-08,0,0.012,0.008,0.008
-8.480e-08,0,0.012,0,0
-8.440e-08,-0.04,0.012,0,0
-8.400e-08,0,0.004,0,0.008
-8.360e-08,-0.04,-0.004,0.008,0.016
-8.320e-08,-0.04,0.004,0.008,0.008
-8.280e-08,-0.04,0.012,0.008,0
-8.240e-08,-0.04,0.012,0,0
-8.200e-08,-0.04,0.012,-0.008,0
-8.160e-08,-0.04,0.004,0.008,0.008
-8.120e-08,0,-0.004,0.008,0
-8.080e-08,0,-0.004,0,0
-8.040e-08,0,-0.004,0,0
-8.000e-08,-0.04,-0.004,-0.008,0
-7.960e-08,0,-0.004,0,0.008
-7.920e-08,0,0.004,0.008,0.008
-7.880e-08,0,0.004,0.016,0
-7.840e-08,0,0.004,0.024,0
-7.800e-08,0,0.012,0.032,0.016
-7.760e-08,-0.04,0.004,0.016,0.008
-7.720e-08,0,0.004,0.016,0
-7.680e-08,-0.04,0.012,0,-0.008
-7.640e-08,0,0.012,0.008,0
-7.600e-08,0,0.004,0.008,0.008
-7.560e-08,-0.04,0.004,0.024,0.016
-7.520e-08,0,-0.012,0.016,0
-7.480e-08,-0.04,-0.012,0.008,0
-7.440e-08,-0.04,0.004,0.008,0.008
-7.400e-08,0,0.012,0.016,0.008
-7.360e-08,0,0.004,0.008,0
-7.320e-08,-0.04,0.012,-0.008,0
-7.280e-08,-0.04,0.004,0,0.008
-7.240e-08,0,-0.012,0.008,0.008
-7.200e-08,-0.04,-0.02,0.008,0.008
-7.160e-08,-0.04,-0.012,0.008,0
-7.120e-08,0,-0.012,0,0.008
-7.080e-08,-0.04,-0.012,0.008,0.024
-7.040e-08,-0.04,-0.012,0,0.008
-7.000e-08,-0.04,-0.028,0,0.008
-6.960e-08,-0.04,-0.02,-0.008,0.008
-6.920e-08,0,0.004,-0.008,0.008
-6.880e-08,-0.04,0.012,0.008,0
-6.840e-08,-0.04,0.004,0,-0.008
-6.800e-08,-0.04,-0.012,0.008,0.008
-6.760e-08,-0.04,-0.012,0.008,0.008
-6.720e-08,0,-0.012,0.008,0.008
-6.680e-08,0,-0.004,0.008,0
-6.640e-08,-0.04,0.004,0,0
-6.600e-08,-0.04,0.012,0,0
-6.560e-08,0,0.004,0.008,0.008
-6.520e-08,0,0.004,0.016,0.008
-6.480e-08,0,0.012,0.016,0
-6.440e-08,-0.04,0.004,0.016,0
-6.400e-08,-0.04,0.012,0.024,0
-6.360e-08,0,0.004,0.024,-0.008
-6.320e-08,-0.04,0.012,0.016,-0.024
-6.280e-08,-0.04,0.012,0,-0.024
-6.240e-08,-0.04,0.012,-0.008,-0.016
-6.200e-08,0,0.004,0,-0.008
-6.160e-08,-0.04,0.004,0.016,0
-6.120e-08,-0.04,0.004,0.016,0
-6.080e-08,-0.04,0.004,0.008,-0.008
-6.040e-08,0,-0.004,0,-0.008
-6.000e-08,0,-0.012,0,-0.008
-5.960e-08,0,-0.028,0,0.008
-5.920e-08,-0.04,-0.02,0.008,0.008
-5.880e-08,-0.04,-0.004,0,0.008
-5.840e-08,0,0.012,0,0.016
-5.800e-08,0,0.012,0.008,0.016
-5.760e-08,0,0.012,0.008,0
-5.720e-08,0,-0.004,0.008,0
-5.680e-08,-0.04,-0.012,0.008,-0.008
-5.640e-08,-0.04,0.004,0.008,0.016
-5.600e-08,-0.04,0.02,0.016,0.032
-5.560e-08,0,0.028,0.016,0.032
-5.520e-08,-0.04,0.012,0.016,0.008
-5.480e-08,0,-0.004,0.016,0.008
-5.440e-08,-0.04,-0.012,0,0.008
-5.400e-08,-0.04,-0.004,0.008,0
-5.360e-08,0,0.012,0.016,-0.016
-5.320e-08,-0.04,0.02,0.024,-0.016
-5.280e-08,0,0.02,0.016,0
-5.240e-08,-0.04,0.004,0,0.008
-5.200e-08,-0.08,-0.02,0,0
-5.160e-08,-0.04,-0.02,0,0
-5.120e-08,0,-0.02,0,-0.008
-5.080e-08,0,-0.004,0.008,0
-5.040e-08,-0.04,-0.004,0.016,0
-5.000e-08,-0.04,-0.004,0.008,-0.016
-4.960e-08,0,-0.02,0,-0.024
-4.920e-08,0,-0.028,-0.008,-0.016
-4.880e-08,-0.04,-0.02,-0.008,0
-4.840e-08,-0.04,-0.004,0,0.016
-4.800e-08,-0.04,0.004,0.008,0.016
-4.760e-08,-0.04,0.004,0.024,0.008
-4.720e-08,0,-0.004,0.024,-0.008
-4.680e-08,0,-0.02,0.008,0
-4.640e-08,-0.04,-0.02,0,0
-4.600e-08,0,-0.004,0.008,0
-4.560e-08,0,0.012,0.016,0.008
-4.520e-08,0,0.02,0.016,0.008
-4.480e-08,-0.04,0.028,0.008,0.008
-4.440e-08,-0.04,0.02,0,0
-4.400e-08,-0.04,0.012,0,0
-4.360e-08,0,0.012,0.008,0
-4.320e-08,-0.04,0.012,0.024,0.008
-4.280e-08,0,-0.012,0.024,-0.024
-4.240e-08,-0.04,-0.06,-0.056,-0.088
-4.200e-08,-0.04,-0.18,-0.384,-0.008
-4.160e-08,-0.04,-0.212, -inf,0.144
-4.120e-08,-0.04,-0.172, -inf,0.096
-4.080e-08,-0.04,-0.196, -inf,-0.32
-4.040e-08,-0.04,-0.308, -inf, -inf
-4.000e-08,0,-0.364, -inf, -inf
-3.960e-08,0,-0.308, -inf, -inf
-3.920e-08,-0.04,-0.276, -inf, -inf
-3.880e-08,-0.04,-0.276, -inf, -inf
-3.840e-08,-0.04,-0.252, -inf, -inf
-3.800e-08,-0.04,-0.188, -inf, -inf
-3.760e-08,0,-0.18, -inf,-0.52
-3.720e-08,-0.04,-0.228, -inf,-0.448
-3.680e-08,-0.04,-0.18, -inf,-0.336
-3.640e-08,0,-0.06, -inf,-0.224
-3.600e-08,-0.04,0.028, -inf,-0.184
-3.560e-08,-0.04,-0.044, -inf,-0.24
-3.520e-08,-0.04,-0.164, -inf,-0.24
-3.480e-08,-0.04,-0.212, -inf,-0.152
-3.440e-08,0,-0.148, -inf,-0.04
-3.400e-08,-0.04,-0.052, -inf,-0.064
-3.360e-08,-0.04,-0.06, -inf,-0.168
-3.320e-08,0,-0.148, -inf,-0.208
-3.280e-08,0,-0.22, -inf,-0.152
-3.240e-08,-0.04,-0.188, -inf,-0.08
-3.200e-08,0,-0.108, -inf,-0.096
-3.160e-08,0,-0.092, -inf,-0.12
-3.120e-08,0,-0.108, -inf,-0.072
-3.080e-08,0,-0.06, -inf,0
-3.040e-08,0,-0.036, -inf,0.008
-3.000e-08,-0.04,-0.092, -inf,-0.024
-2.960e-08,-0.04,-0.188, -inf,0
-2.920e-08,0,-0.268, -inf,0.192
-2.880e-08,-0.04,-0.404, -inf,0.456
-2.840e-08,-0.04,-0.58, -inf,0.712
-2.800e-08,-0.04,-0.668, -inf,0.824
-2.760e-08,0,-0.66, -inf,0.808
-2.720e-08,-0.04,-0.668, -inf,0.784
-2.680e-08,0,-0.724, -inf,0.768
-2.640e-08,-0.04,-0.748, -inf,0.776
-2.600e-08,0,-0.716, -inf,0.792
-2.560e-08,0,-0.796, -inf,0.8
-2.520e-08,-0.04,-0.964, -inf,0.8
-2.480e-08,-0.04,-1.028, -inf,0.792
-2.440e-08,-0.04,-1.028, -inf,0.8
-2.400e-08,-0.04,-1.132, -inf,0.792
-2.360e-08,-0.04, -inf, -inf,0.8
-2.320e-08,-0.04, -inf, -inf,0.8
-2.280e-08,-0.04,-1.02, -inf,0.8
-2.240e-08,0,-0.884, -inf,0.8
-2.200e-08,-0.04,-0.956, -inf,0.792
-2.160e-08,-0.04,-0.996, -inf,0.792
-2.120e-08,0,-0.86, -inf,0.784
-2.080e-08,0,-0.692, -inf,0.696
-2.040e-08,0,-0.724, -inf,0.568
-2.000e-08,0,-0.924, -inf,0.52
-1.960e-08,-0.04,-0.948, -inf,0.6
-1.920e-08,-0.04,-0.764, -inf,0.672
-1.880e-08,0,-0.596, -inf,0.584
-1.840e-08,0,-0.612, -inf,0.52
-1.800e-08,-0.04,-0.556, -inf,0.568
-1.760e-08,0,-0.332, -inf,0.696
-1.720e-08,0,-0.14, -inf,0.736
-1.680e-08,0,-0.188, -inf,0.592
-1.640e-08,-0.04,-0.356, -inf,0.36
-1.600e-08,-0.04,-0.324, -inf,0.136
-1.560e-08,-0.04,-0.132, -inf,0.072
-1.520e-08,0,-0.036, -inf,0.192
-1.480e-08,-0.04,-0.268, -inf,0.416
-1.440e-08,-0.04,-0.508, -inf,0.632
-1.400e-08,0,-0.516, -inf,0.776
-1.360e-08,0,-0.364, -inf,0.808
-1.320e-08,-0.04,-0.26, -inf,0.776
-1.280e-08,-0.04,-0.34, -inf,0.752
-1.240e-08,0,-0.476, -inf,0.752
-1.200e-08,-0.04,-0.524, -inf,0.752
-1.160e-08,0.04,-0.348, -inf,0.728
-1.120e-08,-0.04,-0.212, -inf,0.576
-1.080e-08,-0.04,-0.228, -inf,0.392
-1.040e-08,-0.04,-0.412, -inf,0.304
-1.000e-08,-0.04,-0.516, -inf,0.392
-9.600e-09,-0.04,-0.404, -inf,0.448
-9.200e-09,-0.04,-0.292, -inf,0.392
-8.800e-09,-0.04,-0.308, -inf,0.336
-8.400e-09,0,-0.34, -inf,0.36
-8.000e-09,-0.04,-0.268, -inf,0.4
-7.600e-09,-0.04,-0.172, -inf,0.4
-7.200e-09,-0.04,-0.14, -inf,0.328
-6.800e-09,-0.04,-0.116, -inf,0.096
-6.400e-09,0,-0.044, -inf,-0.264
-6.000e-09,0,0.068, -inf, -inf
-5.600e-09,0,0.092, -inf, -inf
-5.200e-09,-0.04,0.02, -inf,-0.472
-4.800e-09,-0.04,-0.084, -inf,-0.32
-4.400e-09,0,-0.188, -inf,-0.448
-4.000e-09,-0.04,-0.212, -inf, -inf
-3.600e-09,-0.04,-0.188, -inf, -inf
-3.200e-09,-0.04,-0.148, -inf, -inf
-2.800e-09,0,-0.196, -inf, -inf
-2.400e-09,0,-0.284, -inf,-0.048
-2.000e-09,0,-0.316, -inf,0.376
-1.600e-09,-0.04,-0.18, -inf,0.392
-1.200e-09,-0.04,-0.052, -inf,0.312
-8.000e-10,-0.04,-0.044, -inf,0.296
-4.000e-10,-0.2,-0.092, -inf,-0.064
0.000e+00,-0.36,-0.052, -inf, -inf
4.000e-10,-0.56,0.148, -inf, -inf
8.000e-10,-0.68,0.308, -inf, -inf
1.200e-09,-0.64,0.276, -inf, -inf
1.600e-09,-0.6,0.116, -inf, -inf
2.000e-09,-0.6,0.076, -inf, -inf
2.400e-09,-0.64,0.228, -inf, -inf
2.800e-09,-0.68,0.34, -inf, -inf
3.200e-09,-0.64,0.3, -inf, -inf
3.600e-09,-0.64,0.116, -inf, -inf
4.000e-09,-0.64,0.084, -inf, -inf
4.400e-09,-0.64,0.212, -inf, -inf
4.800e-09,-0.64,0.396, -inf, -inf
5.200e-09,-0.64,0.412, -inf, -inf
5.600e-09,-0.64,0.332, -inf, -inf
6.000e-09,-0.64,0.308, -inf, -inf
6.400e-09,-0.64,0.404, -inf, -inf
6.800e-09,-0.64,0.46, -inf, -inf
7.200e-09,-0.64,0.372, -inf, -inf
7.600e-09,-0.64,0.276, -inf, -inf
8.000e-09,-0.68,0.316, -inf, -inf
8.400e-09,-0.68,0.404, -inf, -inf
8.800e-09,-0.68,0.396, -inf, -inf
9.200e-09,-0.64,0.292, -inf, -inf
9.600e-09,-0.64,0.244, -inf, -inf
1.000e-08,-0.64,0.332, -inf,-0.392
1.040e-08,-0.64,0.38, -inf,-0.328
1.080e-08,-0.68,0.34, -inf,-0.336
1.120e-08,-0.68,0.292, -inf,-0.24
1.160e-08,-0.64,0.348, -inf,-0.12
1.200e-08,-0.64,0.404, -inf,-0.024
1.240e-08,-0.68,0.372, -inf,-0.024
1.280e-08,-0.68,0.292, -inf,-0.032
1.320e-08,-0.68,0.276, -inf,0.032
1.360e-08,-0.68,0.316, -inf,0.104
1.400e-08,-0.68,0.324, -inf,0.112
1.440e-08,-0.68,0.236, -inf,0.12
1.480e-08,-0.64,0.188, -inf,0.176
1.520e-08,-0.64,0.244, -inf,0.232
1.560e-08,-0.64,0.292, -inf,0.264
1.600e-08,-0.64,0.276, -inf,0.24
1.640e-08,-0.64,0.212, -inf,0.256
1.680e-08,-0.64,0.196, -inf,0.304
1.720e-08,-0.68,0.244, -inf,0.352
1.760e-08,-0.64,0.284, -inf,0.336
1.800e-08,-0.64,0.244, -inf,0.296
1.840e-08,-0.68,0.188, -inf,0.288
1.880e-08,-0.64,0.172, -inf,0.32
1.920e-08,-0.68,0.188, -inf,0.336
1.960e-08,-0.68,0.212, -inf,0.312
2.000e-08,-0.64,0.18, -inf,0.272
2.040e-08,-0.68,0.132, -inf,0.28
2.080e-08,-0.68,0.132,-0.736,0.312
2.120e-08,-0.68,0.148,-0.48,0.304
2.160e-08,-0.68,0.14,-0.32,0.272
2.200e-08,-0.68,0.108,-0.224,0.256
2.240e-08,-0.64,0.108,-0.096,0.264
2.280e-08,-0.64,0.14,0.128,0.272
2.320e-08,-0.68,0.14,0.352,0.24
2.360e-08,-0.64,0.092,0.536,0.2
2.400e-08,-0.68,0.06,0.664,0.208
2.440e-08,-0.68,0.092,0.776,0.224
2.480e-08,-0.68,0.124,0.856,0.216
2.520e-08,-0.64,0.1,0.904,0.176
2.560e-08,-0.68,0.052,0.896,0.144
2.600e-08,-0.64,0.044,0.896,0.168
2.640e-08,-0.68,0.068,0.896,0.184
2.680e-08,-0.64,0.076,0.896,0.152
2.720e-08,-0.68,0.068,0.912,0.12
2.760e-08,-0.68,0.052,0.912,0.128
2.800e-08,-0.68,0.06,0.92,0.152
2.840e-08,-0.68,0.076,0.912,0.152
2.880e-08,-0.68,0.06,0.92,0.112
2.920e-08,-0.68,0.036,0.92,0.088
2.960e-08,-0.68,0.036,0.92,0.096
3.000e-08,-0.68,0.068,0.912,0.112
3.040e-08,-0.68,0.068,0.912,0.096
