Model,MDO34
Firmware Version,1.10.4

Waveform Type,ANALOG,,,
-1.776e-07,0,-0.004,0,0
-1.772e-07,-0.04,-0.004,0,-0.008
-1.768e-07,-0.04,-0.012,0.008,-0.008
-1.764e-07,0,-0.012,0,-0.008
-1.760e-07,-0.04,-0.02,0.008,0
-1.756e-07,-0.04,0.004,0.016,0
-1.752e-07,0,0.02,0.016,0
-1.748e-07,0,0.004,0.008,-0.008
-1.744e-07,-0.04,-0.02,0.008,-0.008
-1.740e-07,0,-0.028,0,-0.008
-1.736e-07,0,-0.012,0.016,0
-1.732e-07,0,0.004,0.024,-0.008
-1.728e-07,-0.04,0.02,0.024,0
-1.724e-07,-0.04,0.012,0.016,0
-1.720e-07,-0.04,0.004,0,0.008
-1.716e-07,-0.04,-0.012,0,0.008
-1.712e-07,-0.04,-0.004,0.008,0.016
-1.708e-07,0,0.004,0.016,0.016
-1.704e-07,-0.08,0.012,0.024,0.008
-1.700e-07,-0.04,0.012,0.024,0
-1.696e-07,0,-0.004,0.016,-0.008
-1.692e-07,-0.04,-0.028,0.008,-0.008
-1.688e-07,0,-0.028,0,0.008
-1.684e-07,-0.04,-0.004,0,0.008
-1.680e-07,0,0.004,0.008,0.016
-1.676e-07,-0.04,0.012,0.016,0.008
-1.672e-07,-0.04,0.012,0.016,0.008
-1.668e-07,-0.04,0.004,0.008,-0.016
-1.664e-07,0,-0.02,0,-0.024
-1.660e-07,-0.04,-0.02,0,-0.008
-1.656e-07,0,-0.012,0,0
-1.652e-07,-0.04,0.004,0.016,0
-1.648e-07,-0.04,0.004,0.016,0
-1.644e-07,-0.08,0.004,0.016,0
-1.640e-07,-0.08,0.012,0.008,0
-1.636e-07,-0.04,0.004,0,0
-1.632e-07,-0.04,0.012,0,0.008
-1.628e-07,0,0.004,0.016,0
-1.624e-07,0,-0.012,0.016,0
-1.620e-07,-0.04,-0.004,0.016,-0.008
-1.616e-07,-0.04,-0.004,0.016,-0.008
-1.612e-07,-0.04,-0.004,0.008,0
-1.608e-07,-0.04,-0.004,0.008,-0.008
-1.604e-07,-0.04,0.004,0.008,-0.008
-1.600e-07,0,0.004,0.008,-0.008
-1.596e-07,0,0.012,0.008,0
-1.592e-07,-0.04,0.012,0,0.008
-1.588e-07,-0.04,0.004,0.008,0.008
-1.584e-07,-0.04,-0.012,0.016,0.008
-1.580e-07,-0.04,-0.02,0.008,0
-1.576e-07,0,-0.02,0,-0.008
-1.572e-07,0,-0.02,-0.008,0
-1.568e-07,0,-0.004,0.008,0
-1.564e-07,-0.04,0.004,0.008,0
-1.560e-07,-0.04,-0.004,0.008,0
-1.556e-07,0,-0.004,0,0.016
-1.552e-07,-0.04,-0.004,-0.008,0.008
-1.548e-07,-0.04,0.004,0,0.008
-1.544e-07,-0.04,-0.004,0.008,0.016
-1.540e-07,-0.04,-0.004,0.008,0
-1.536e-07,-0.04,-0.004,0.016,0.008
-1.532e-07,-0.04,-0.004,0.016,0.016
-1.528e-07,0,0.004,0.008,0.008
-1.524e-07,0,-0.004,0.008,0.008
-1.520e-07,-0.04,-0.004,0,0.016
-1.516e-07,-0.04,0.012,0.008,0.016
-1.512e-07,-0.04,0.02,0.008,0.016
-1.508e-07,-0.04,0.02,0.024,0.024
-1.504e-07,-0.04,0.004,0.008,0.008
-1.500e-07,0,0.004,0,0.008
-1.496e-07,-0.04,-0.004,0,0
-1.492e-07,-0.08,0.004,0.008,0
-1.488e-07,0,0.012,0,0
-1.484e-07,-0.04,0.012,0.008,0
-1.480e-07,-0.04,0.004,0.016,0
-1.476e-07,-0.04,0.004,0.008,0.008
-1.472e-07,0,-0.004,0.008,0
-1.468e-07,-0.08,-0.012,0.008,0
-1.464e-07,-0.04,0.012,0,0
-1.460e-07,-0.04,0.02,0,0.008
-1.456e-07,-0.04,0.004,0.008,0
-1.452e-07,0,-0.004,0.008,0
-1.448e-07,0,-0.004,0,0
-1.444e-07,0,-0.012,0,0.008
-1.440e-07,0,-0.004,0.008,0
-1.436e-07,-0.04,0.004,0.008,0.008
-1.432e-07,-0.04,0.004,0.008,0.008
-1.428e-07,-0.04,0.004,0.016,0
-1.424e-07,-0.04,0.004,0.016,0
-1.420e-07,0,0.02,0.024,-0.008
-1.416e-07,-0.04,0.012,0.024,-0.016
-1.412e-07,0,0.012,0.016,-0.008
-1.408e-07,-0.04,0.012,0.008,-0.008
-1.404e-07,0,0.012,0,0
-1.400e-07,-0.04,0.004,0.008,-0.016
-1.396e-07,-0.04,0.004,0.008,0.008
-1.392e-07,-0.04,-0.004,0.016,0.008
-1.388e-07,-0.04,-0.02,0.016,0.008
-1.384e-07,-0.04,-0.012,0.008,0.008
-1.380e-07,0,-0.004,0.008,0.008
-1.376e-07,0,-0.012,0,-0.008
-1.372e-07,-0.04,-0.012,0,-0.008
-1.368e-07,-0.04,-0.012,-0.008,0
-1.364e-07,-0.04,-0.012,-0.016,-0.008
-1.360e-07,-0.04,-0.02,-0.008,0
-1.356e-07,-0.04,-0.004,-0.008,0.008
-1.352e-07,-0.04,-0.012,-0.008,-0.008
-1.348e-07,-0.04,-0.028,0,0
-1.344e-07,-0.04,-0.004,-0.008,0
-1.340e-07,0,0.004,0,-0.016
-1.336e-07,0,-0.004,-0.008,-0.008
-1.332e-07,-0.04,0.004,0,0
-1.328e-07,-0.04,0.012,-0.008,0.008
-1.324e-07,0,-0.012,0.008,0
-1.320e-07,0,-0.012,0.008,0
-1.316e-07,0,0.004,0.016,0
-1.312e-07,0,-0.004,0.024,0.008
-1.308e-07,0,-0.004,0.024,0.008
-1.304e-07,-0.04,0.012,0.024,0.008
-1.300e-07,-0.04,-0.004,0.016,0
-1.296e-07,-0.04,-0.012,0.008,0
-1.292e-07,-0.04,0.012,0.016,0.008
-1.288e-07,0,0.012,0.016,0.008
-1.284e-07,-0.04,0.004,0.016,0.008
-1.280e-07,-0.04,0.004,0.008,0.016
-1.276e-07,-0.04,0.012,0,0.008
-1.272e-07,0,-0.012,0.008,0
-1.268e-07,-0.04,-0.004,0.008,0
-1.264e-07,0,0.004,0,0
-1.260e-07,-0.04,-0.004,-0.008,-0.008
-1.256e-07,-0.04,-0.004,0.008,0
-1.252e-07,0,0.012,0,0.008
-1.248e-07,-0.04,0.004,-0.008,0
-1.244e-07,-0.04,-0.012,0,-0.008
-1.240e-07,-0.04,-0.012,0,0.008
-1.236e-07,-0.04,-0.012,0.008,0
-1.232e-07,-0.04,-0.012,0.008,-0.008
-1.228e-07,-0.04,-0.004,0,-0.008
-1.224e-07,-0.04,0.004,0,0
-1.220e-07,0,-0.004,0.008,0
-1.216e-07,-0.04,-0.004,0.024,0.016
-1.212e-07,-0.04,0.012,0.016,0.008
-1.208e-07,-0.04,0.012,0.016,0.008
-1.204e-07,0,0.02,0.016,0.008
-1.200e-07,0,0.028,0.008,0.008
-1.196e-07,0,0.02,0.008,0
-1.192e-07,0,-0.004,0.008,0
-1.188e-07,0,0.004,-0.008,0
-1.184e-07,-0.04,0.004,-0.008,0.008
-1.180e-07,0,0.004,0.008,0
-1.176e-07,-0.04,0.004,0,0.008
-1.172e-07,0,0.012,-0.008,0
-1.168e-07,0,-0.004,0,-0.008
-1.164e-07,-0.04,0.004,0.008,-0.008
-1.160e-07,0,0.004,0,-0.008
-1.156e-07,0,-0.02,0,-0.016
-1.152e-07,-0.04,-0.028,-0.008,-0.008
-1.148e-07,0,-0.012,0,-0.008
-1.144e-07,-0.04,-0.012,0,-0.008
-1.140e-07,0,-0.012,0.008,-0.008
-1.136e-07,-0.04,-0.004,0.008,-0.008
-1.132e-07,0,-0.004,0,-0.008
-1.128e-07,0,-0.02,0.008,0.008
-1.124e-07,0,-0.012,0.008,0.016
-1.120e-07,-0.04,0.012,0,0.016
-1.116e-07,0,0.004,0,0
-1.112e-07,0,0.012,0.016,0.008
-1.108e-07,-0.04,0.028,0.008,0.008
-1.104e-07,0,0.012,0.008,0
-1.100e-07,-0.04,0.004,0.008,0
-1.096e-07,-0.04,0.02,0,0
-1.092e-07,-0.04,0.004,0.008,0
-1.088e-07,0,-0.004,0.008,0
-1.084e-07,0,0.012,0.008,0.016
-1.080e-07,-0.04,0.004,-0.008,0.008
-1.076e-07,0,-0.004,0,0.008
-1.072e-07,0,0.004,0.008,0.016
-1.068e-07,0,-0.004,0,0.008
-1.064e-07,0,-0.02,0.016,0
-1.060e-07,0,-0.004,0.008,0
-1.056e-07,-0.04,0.004,0.008,0
-1.052e-07,-0.04,-0.02,0.008,-0.008
-1.048e-07,-0.04,-0.028,0.008,0
-1.044e-07,0,-0.012,0.016,0.008
-1.040e-07,0,-0.012,0.016,0
-1.036e-07,0,-0.012,0.016,0
-1.032e-07,0,-0.004,0.016,0.008
-1.028e-07,-0.04,-0.004,0,0
-1.024e-07,0,-0.028,0.008,0
-1.020e-07,0,-0.004,0.016,0
-1.016e-07,0,0.004,0,-0.008
-1.012e-07,-0.04,-0.004,0.008,-0.008
-1.008e-07,-0.04,0.004,0,0
-1.004e-07,-0.08,0.02,0,0
-1.000e-07,-0.04,-0.004,0,0.008
-9.960e-08,0,0.004,0.008,0.016
-9.920e-08,0,0.012,0.016,0.016
-9.880e-08,0,-0.004,0.016,0.008
-9.840e-08,0,-0.004,0.016,0.024
-9.800e-08,-0.04,0.012,0.008,0.024
-9.760e-08,0,0.004,0,0.016
-9.720e-08,-0.04,-0.012,0,0.016
-9.680e-08,-0.04,0.012,0,0.008
-9.640e-08,-0.04,0.012,-0.008,-0.008
-9.600e-08,0,-0.004,0,-0.008
-9.560e-08,0,0.012,0.016,-0.008
-9.520e-08,0,0.004,0.008,-0.008
-9.480e-08,0,-0.012,0.008,-0.008
-9.440e-08,-0.04,-0.012,0.008,0
-9.400e-08,-0.04,-0.004,0,0.016
-9.360e-08,-0.04,-0.012,0.016,0.008
-9.320e-08,0,-0.004,0.016,0
-9.280e-08,-0.04,0.012,0,0.008
-9.240e-08,-0.04,0.004,0,0.008
-9.200e-08,0,-0.004,0.008,0.008
-9.160e-08,-0.04,0.004,0.008,0.016
-9.120e-08,-0.04,0.004,0.008,0.016
-9.080e-08,-0.04,-0.012,0.008,0.016
-9.040e-08,-0.08,-0.004,0.008,0.016
-9.000e-08,0,-0.004,0.016,0.008
-8.960e-08,-0.04,-0.02,0.016,0
-8.920e-08,-0.04,-0.004,0.008,0.016
-8.880e-08,-0.04,0.012,-0.016,0.008
-8.840e-08,0,-0.004,-0.008,0
-8.800e-08,0,-0.004,0,-0.008
-8.760e-08,-0.04,0.012,0.008,-0.008
-8.720e-08,-0.04,-0.004,0.008,-0.008
-8.680e-08,-0.04,-0.012,0,-0.008
-8.640e-08,-0.04,-0.004,0,-0.008
-8.600e-08,0,0.004,0,0
-8.560e-08,-0.04,-0.004,0.016,-0.008
-8.520e-08,0,0.004,0.008,0
-8.480e-08,-0.04,-0.004,0.008,0.008
-8.440e-08,0,-0.02,0.016,0
-8.400e-08,-0.04,-0.012,0.016,0.008
-8.360e-08,-0.04,-0.004,0.008,0.016
-8.320e-08,0,-0.004,0,0.008
-8.280e-08,0,-0.004,0,0.016
-8.240e-08,-0.04,-0.004,0.008,0.024
-8.200e-08,0,-0.02,0.016,0
-8.160e-08,0,-0.028,0.016,-0.008
-8.120e-08,0,-0.012,0.008,-0.016
-8.080e-08,-0.04,-0.004,0,0
-8.040e-08,0,0.004,0.008,0
-8.000e-08,0,0.004,0.008,-0.008
-7.960e-08,0,0.004,0.008,0
-7.920e-08,-0.04,-0.02,0,0
-7.880e-08,-0.04,-0.012,0.016,0
-7.840e-08,-0.04,-0.004,0,-0.008
-7.800e-08,0,-0.012,0.008,0
-7.760e-08,0,-0.012,0.008,0.008
-7.720e-08,-0.04,-0.004,0.008,0.008
-7.680e-08,0,-0.012,0.016,0.008
-7.640e-08,0,-0.004,0.008,0
-7.600e-08,0,0.004,0.008,0.008
-7.560e-08,-0.04,-0.004,0,0
-7.520e-08,0,-0.004,0.008,-0.016
-7.480e-08,0,0.012,0.008,0
-7.440e-08,-0.04,-0.004,0.016,0.008
-7.400e-08,-0.04,-0.004,0.008,0.008
-7.360e-08,0,-0.004,0.008,0.008
-7.320e-08,0,0.004,0.016,0.008
-7.280e-08,-0.04,-0.004,0,-0.008
-7.240e-08,0,0.004,0,0
-7.200e-08,-0.04,0.004,-0.008,0.016
-7.160e-08,0,-0.012,-0.016,0.008
-7.120e-08,0,-0.02,0,0.008
-7.080e-08,0,0.004,0.008,0.008
-7.040e-08,0,0.004,0.008,0.016
-7.000e-08,0,-0.004,0,0.008
-6.960e-08,0,0.004,0.008,0.016
-6.920e-08,0,0.004,0.008,0.008
-6.880e-08,-0.04,-0.012,0,0
-6.840e-08,-0.04,-0.004,0,0
-6.800e-08,-0.04,0.004,0.008,0.008
-6.760e-08,-0.04,0.004,0.008,0
-6.720e-08,-0.04,0.004,0.008,0.008
-6.680e-08,-0.04,0.012,0,0.016
-6.640e-08,-0.04,-0.004,-0.016,0
-6.600e-08,0,-0.004,-0.008,-0.008
-6.560e-08,0,-0.004,0,0
-6.520e-08,-0.04,-0.012,-0.008,0
-6.480e-08,-0.04,-0.02,0.008,0
-6.440e-08,-0.04,-0.004,0.008,0
-6.400e-08,-0.04,-0.004,0.008,0
-6.360e-08,0,-0.004,0.016,0
-6.320e-08,0,0.012,0.016,0
-6.280e-08,-0.04,0.004,0.016,0.008
-6.240e-08,-0.04,-0.012,0.016,-0.008
-6.200e-08,-0.04,-0.004,0.008,-0.008
-6.160e-08,-0.04,0.02,0.008,0.008
-6.120e-08,-0.04,0.012,0,0
-6.080e-08,-0.04,0.004,0,0
-6.040e-08,-0.04,0.012,-0.008,0.008
-6.000e-08,0,-0.004,-0.008,0.008
-5.960e-08,-0.04,-0.012,0,0.016
-5.920e-08,0,0.004,0.008,0.016
-5.880e-08,-0.04,0.012,0,0.008
-5.840e-08,-0.04,0.012,0.008,0
-5.800e-08,0,0.012,0.016,0.016
-5.760e-08,-0.04,0.02,0.008,0.008
-5.720e-08,0,-0.004,0.008,0.008
-5.680e-08,-0.04,-0.004,0.008,0.008
-5.640e-08,0,0.004,-0.008,0.016
-5.600e-08,-0.04,-0.004,-0.008,0
-5.560e-08,-0.04,-0.004,0,0.008
-5.520e-08,0,0.004,0,0.008
-5.480e-08,-0.04,0.004,-0.008,0.008
-5.440e-08,0,-0.004,0.008,0
-5.400e-08,0,0.004,0.008,0.008
-5.360e-08,-0.04,-0.004,0,0.008
-5.320e-08,0,-0.012,0,0
-5.280e-08,0,-0.004,0,0.008
-5.240e-08,0,-0.004,-0.008,0
-5.200e-08,-0.04,-0.012,0,0.008
-5.160e-08,0,-0.004,0.008,0.008
-5.120e-08,-0.04,-0.004,0.008,0
-5.080e-08,-0.04,-0.012,0,0.008
-5.040e-08,0,-0.004,0.016,0.008
-5.000e-08,-0.04,0.012,0.016,0.016
-4.960e-08,0,0.004,0.016,0.008
-4.920e-08,0,0.012,0.016,0
-4.880e-08,-0.04,0.028,0.024,0
-4.840e-08,0,0.012,0.008,0
-4.800e-08,0,-0.004,0.016,0.024
-4.760e-08,-0.04,0.012,0,0.032
-4.720e-08,-0.04,0.012,0,0.016
-4.680e-08,0,0.004,-0.008,0.008
-4.640e-08,0,0.012,0,0
-4.600e-08,0,0.004,-0.008,0
-4.560e-08,0,-0.02,0,0
-4.520e-08,0,-0.028,-0.008,0
-4.480e-08,0,-0.012,0,0
-4.440e-08,0,-0.004,0,-0.016
-4.400e-08,0,-0.012,-0.008,-0.088
-4.360e-08,-0.04,-0.036,-0.04,-0.408
-4.320e-08,-0.04,-0.028,-0.008, -inf
-4.280e-08,0,0.052,0.128, -inf
-4.240e-08,0,0.084,0.216, -inf
-4.200e-08,0,0.02,0.248, -inf
-4.160e-08,-0.04,-0.068,0.24, -inf
-4.120e-08,0,-0.052,0.232, -inf
-4.080e-08,0,0.012,0.256, -inf
-4.040e-08,0,0.068,0.312, -inf
-4.000e-08,0,0.044,0.296, -inf
-3.960e-08,0,-0.028,0.144, -inf
-3.920e-08,0,-0.036,-0.008, -inf
-3.880e-08,-0.04,0.028,0.008, -inf
-3.840e-08,0,0.052,0.096, -inf
-3.800e-08,-0.04,0.012,0.128, -inf
-3.760e-08,-0.04,-0.036,0.112,-0.496
-3.720e-08,-0.04,-0.004,0.112,-0.424
-3.680e-08,0,0.028,0.152,-0.408
-3.640e-08,0,0.012,0.16,-0.44
-3.600e-08,0,-0.02,0.104,-0.48
-3.560e-08,-0.04,-0.012,0.08,-0.48
-3.520e-08,0,0.012,0.104,-0.432
-3.480e-08,-0.04,0.012,0.12,-0.432
-3.440e-08,0,-0.012,0.08,-0.456
-3.400e-08,0,-0.044,0.04,-0.472
-3.360e-08,-0.04,-0.004,0.064,-0.424
-3.320e-08,0,0.044,0.104,-0.384
-3.280e-08,0,0.028,0.096,-0.392
-3.240e-08,-0.04,-0.012,0.056,-0.416
-3.200e-08,0,-0.028,0.04,-0.408
-3.160e-08,-0.04,0.004,0.08,-0.384
-3.120e-08,0,0.012,0.12,-0.392
-3.080e-08,0,0.012,0.104,-0.408
-3.040e-08,-0.04,-0.02,0.064,-0.464
-3.000e-08,-0.04,-0.02,0.048, -inf
-2.960e-08,-0.04,0.004,0.072, -inf
-2.920e-08,0,0.004,0.104, -inf
-2.880e-08,0,-0.004,0.184, -inf
-2.840e-08,0,0.044,0.336, -inf
-2.800e-08,0,0.1,0.544, -inf
-2.760e-08,-0.04,0.092,0.68, -inf
-2.720e-08,0,0.036,0.728, -inf
-2.680e-08,0,0.02,0.736, -inf
-2.640e-08,-0.04,0.1,0.768, -inf
-2.600e-08,-0.04,0.22,0.784, -inf
-2.560e-08,-0.04,0.228,0.792, -inf
-2.520e-08,-0.04,0.132,0.8, -inf
-2.480e-08,-0.04,0.044,0.8, -inf
-2.440e-08,-0.04,0.02,0.792, -inf
-2.400e-08,0,0.012,0.8, -inf
-2.360e-08,-0.04,0.052,0.8, -inf
-2.320e-08,0,0.084,0.808, -inf
-2.280e-08,0,0.06,0.8, -inf
-2.240e-08,0,0.012,0.792, -inf
-2.200e-08,0,-0.028,0.76, -inf
-2.160e-08,-0.04,-0.044,0.728, -inf
-2.120e-08,-0.04,-0.004,0.704, -inf
-2.080e-08,0,0.044,0.696, -inf
-2.040e-08,-0.04,0.036,0.688, -inf
-2.000e-08,-0.04,-0.02,0.696, -inf
-1.960e-08,-0.04,-0.068,0.72, -inf
-1.920e-08,-0.04,-0.06,0.736, -inf
-1.880e-08,-0.04,0.028,0.752, -inf
-1.840e-08,-0.08,0.076,0.76, -inf
-1.800e-08,-0.04,0.028,0.72, -inf
-1.760e-08,0,-0.012,0.672, -inf
-1.720e-08,-0.04,0.012,0.672, -inf
-1.680e-08,0,0.084,0.736, -inf
-1.640e-08,0,0.1,0.792, -inf
-1.600e-08,0,0.068,0.808, -inf
-1.560e-08,0,0.044,0.792, -inf
-1.520e-08,0,0.02,0.784, -inf
-1.480e-08,-0.04,-0.02,0.776, -inf
-1.440e-08,0,-0.02,0.768, -inf
-1.400e-08,0,0.028,0.752, -inf
-1.360e-08,0,0.044,0.672, -inf
-1.320e-08,-0.04,-0.012,0.56, -inf
-1.280e-08,0,-0.076,0.44, -inf
-1.240e-08,0,-0.06,0.408, -inf
-1.200e-08,0,0.02,0.496, -inf
-1.160e-08,0,0.052,0.576, -inf
-1.120e-08,-0.04,0.028,0.6, -inf
-1.080e-08,0,0.004,0.584, -inf
-1.040e-08,-0.04,0.012,0.624, -inf
-1.000e-08,0,0.052,0.696, -inf
-9.600e-09,0,0.036,0.744, -inf
-9.200e-09,-0.04,0.012,0.736, -inf
-8.800e-09,-0.04,-0.012,0.696, -inf
-8.400e-09,-0.04,0.012,0.64, -inf
-8.000e-09,-0.04,0.02,0.544, -inf
-7.600e-09,0,0.004,0.416, -inf
-7.200e-09,-0.04,-0.02,0.28, -inf
-6.800e-09,0,-0.012,0.192, -inf
-6.400e-09,0,0.012,0.176, -inf
-6.000e-09,-0.04,0.028,0.216, -inf
-5.600e-09,-0.04,-0.012,0.216, -inf
-5.200e-09,-0.04,-0.052,0.208, -inf
-4.800e-09,0,-0.02,0.232, -inf
-4.400e-09,0,0.012,0.28, -inf
-4.000e-09,0,-0.004,0.248, -inf
-3.600e-09,-0.04,-0.036,0.168, -inf
-3.200e-09,0,-0.052,0.104, -inf
-2.800e-09,0,-0.028,0.096,-0.416
-2.400e-09,-0.04,-0.012,0.104,-0.272
-2.000e-09,-0.04,-0.028,0.064,-0.224
-1.600e-09,-0.04,-0.036,0.024,-0.256
-1.200e-09,0,-0.012,0.048,-0.232
-8.000e-10,-0.04,0.012,0.088,-0.096
-4.000e-10,-0.2,-0.028,0.072,0.096
0.000e+00,-0.44,-0.044,0.064,0.216
4.000e-10,-0.6,-0.028,0.088,0.312
8.000e-10,-0.68,0.012,0.128,0.408
1.200e-09,-0.64,0.012,0.12,0.464
1.600e-09,-0.6,-0.02,0.056,0.48
2.000e-09,-0.6,-0.052,-0.008,0.432
2.400e-09,-0.64,-0.044,-0.008,0.176
2.800e-09,-0.64,0.012,0.12,-0.328
3.200e-09,-0.68,0.084,0.368, -inf
3.600e-09,-0.64,0.156,0.648, -inf
4.000e-09,-0.64,0.188,0.792, -inf
4.400e-09,-0.64,0.132,0.792, -inf
4.800e-09,-0.64,0.028,0.76, -inf
5.200e-09,-0.64,-0.012,0.744, -inf
5.600e-09,-0.64,0.036,0.744, -inf
6.000e-09,-0.64,0.076,0.76, -inf
6.400e-09,-0.68,0.068,0.76, -inf
6.800e-09,-0.64,0.044,0.72, -inf
7.200e-09,-0.68,0.004,0.64, -inf
7.600e-09,-0.64,0.02,0.6, -inf
8.000e-09,-0.64,0.052,0.64, -inf
8.400e-09,-0.68,0.028,0.696,-0.512
8.800e-09,-0.68,-0.028,0.712, -inf
9.200e-09,-0.64,-0.028,0.704, -inf
9.600e-09,-0.64,0.012,0.696,-0.4
1.000e-08,-0.68,-0.004,0.656,-0.04
1.040e-08,-0.64,-0.044,0.592,0.12
1.080e-08,-0.68,-0.052,0.56,0.176
1.120e-08,-0.64,-0.02,0.528,0.32
1.160e-08,-0.64,0.02,0.448,0.44
1.200e-08,-0.64,0.012,0.304,0.432
1.240e-08,-0.68,-0.028,0.192,0.44
1.280e-08,-0.68,-0.036,0.16,0.52
1.320e-08,-0.68,0.012,0.208,0.6
1.360e-08,-0.64,0.044,0.248,0.584
1.400e-08,-0.68,-0.004,0.208,0.56
1.440e-08,-0.64,-0.052,0.144,0.576
1.480e-08,-0.64,-0.036,0.112,0.616
1.520e-08,-0.64,0.02,0.128,0.624
1.560e-08,-0.64,0.028,0.144,0.584
1.600e-08,-0.68,-0.012,0.088,0.584
1.640e-08,-0.64,-0.036,0.016,0.616
1.680e-08,-0.68,-0.028,0,0.64
1.720e-08,-0.68,-0.004,0.016,0.64
1.760e-08,-0.68,-0.012,0,0.6
1.800e-08,-0.64,-0.044,-0.04,0.6
1.840e-08,-0.64,-0.028,-0.064,0.616
1.880e-08,-0.64,0.012,-0.048,0.624
1.920e-08,-0.68,0.004,-0.048,0.6
1.960e-08,-0.68,-0.028,-0.08,0.584
2.000e-08,-0.68,-0.036,-0.12,0.592
2.040e-08,-0.64,-0.02,-0.112,0.6
2.080e-08,-0.64,-0.004,-0.08,0.592
2.120e-08,-0.64,-0.012,-0.096,0.568
2.160e-08,-0.64,-0.052,-0.128,0.56
2.200e-08,-0.68,-0.036,-0.136,0.576
2.240e-08,-0.68,0.012,-0.12,0.584
2.280e-08,-0.68,0.012,-0.104,0.56
2.320e-08,-0.68,-0.012,-0.112,0.536
2.360e-08,-0.68,-0.028,-0.144,0.528
2.400e-08,-0.64,0.004,-0.16,0.536
2.440e-08,-0.68,0.012,-0.136,0.528
2.480e-08,-0.68,0.004,-0.136,0.504
2.520e-08,-0.64,-0.012,-0.144,0.488
2.560e-08,-0.68,-0.012,-0.152,0.496
2.600e-08,-0.68,-0.004,-0.136,0.496
2.640e-08,-0.68,0.012,-0.128,0.488
2.680e-08,-0.68,-0.004,-0.144,0.464
2.720e-08,-0.68,-0.028,-0.16,0.456
2.760e-08,-0.64,-0.02,-0.16,0.456
2.800e-08,-0.68,-0.012,-0.144,0.448
2.840e-08,-0.64,-0.02,-0.136,0.424
2.880e-08,-0.64,-0.028,-0.152,0.416
2.920e-08,-0.64,-0.028,-0.168,0.424
2.960e-08,-0.64,-0.004,-0.152,0.424
3.000e-08,-0.68,-0.012,-0.136,0.4
3.040e-08,-0.64,-0.012,-0.136,0.376
3.080e-08,-0.64,-0.028,-0.144,0.36
