Model,MDO34
Firmware Version,1.10.4

Waveform Type,ANALOG,,,
-1.776e-07,-0.04,-0.004,0.008,-0.008
-1.772e-07,-0.04,0.004,0.016,0
-1.768e-07,0,0.004,0.024,0.008
-1.764e-07,0,0.004,0.016,0.008
-1.760e-07,-0.04,0.004,0.024,0
-1.756e-07,0,0.004,0.008,0
-1.752e-07,-0.04,0.004,0.008,0
-1.748e-07,0,0.004,0.016,0
-1.744e-07,0,0.012,0.008,-0.008
-1.740e-07,-0.04,0.004,0.008,-0.008
-1.736e-07,0,-0.012,0,-0.008
-1.732e-07,-0.08,-0.02,0,-0.008
-1.728e-07,-0.04,-0.028,0,-0.008
-1.724e-07,-0.04,-0.02,0,-0.008
-1.720e-07,0,-0.004,0,-0.008
-1.716e-07,-0.04,0.004,0.016,0
-1.712e-07,0,-0.004,0.008,-0.008
-1.708e-07,-0.04,-0.012,-0.008,-0.008
-1.704e-07,0,-0.004,-0.016,-0.008
-1.700e-07,0,-0.004,-0.008,0
-1.696e-07,-0.04,-0.012,0.008,0
-1.692e-07,0,-0.012,0.016,0
-1.688e-07,0,-0.004,0.008,0
-1.684e-07,0,0.004,0,0
-1.680e-07,-0.04,0.012,0,0
-1.676e-07,0,0.004,0,-0.016
-1.672e-07,-0.04,-0.004,0.016,0
-1.668e-07,-0.04,-0.004,0.016,0.016
-1.664e-07,-0.04,0.004,0.008,0.016
-1.660e-07,-0.04,-0.004,0.008,0.008
-1.656e-07,-0.04,0.004,0.024,0.008
-1.652e-07,-0.04,0.02,0.016,0.008
-1.648e-07,-0.04,0.012,0.016,0
-1.644e-07,-0.04,0.004,0.016,0.008
-1.640e-07,-0.04,-0.004,0.008,0.008
-1.636e-07,-0.04,0.004,0.008,0.016
-1.632e-07,-0.04,0.012,0.008,0.016
-1.628e-07,-0.04,0.012,0.024,0.008
-1.624e-07,0,0.004,0.024,0.008
-1.620e-07,-0.04,-0.004,0.008,0.008
-1.616e-07,0,0.004,0.008,0
-1.612e-07,0,0.004,0,0.008
-1.608e-07,0,0.004,-0.008,0.008
-1.604e-07,0,0.004,-0.008,0.016
-1.600e-07,-0.04,-0.012,-0.008,0.008
-1.596e-07,-0.04,-0.004,-0.008,0
-1.592e-07,0,-0.004,0,-0.008
-1.588e-07,0,-0.012,0.008,-0.008
-1.584e-07,-0.04,-0.012,0.016,0.008
-1.580e-07,-0.04,0.004,0.024,0.008
-1.576e-07,-0.04,0.012,0.016,0.008
-1.572e-07,0,0.012,0.016,0
-1.568e-07,0,0.012,0,0
-1.564e-07,0,0.012,0,0.008
-1.560e-07,0,0.004,-0.008,0
-1.556e-07,-0.04,0.004,0,0
-1.552e-07,-0.04,0.004,0.008,-0.008
-1.548e-07,-0.04,-0.012,0.008,-0.016
-1.544e-07,-0.04,-0.004,0.008,-0.016
-1.540e-07,-0.04,-0.004,-0.008,-0.008
-1.536e-07,0,0.004,-0.008,0
-1.532e-07,-0.04,0.004,-0.008,0.008
-1.528e-07,-0.04,-0.012,0.008,0.008
-1.524e-07,-0.04,-0.012,0,0.008
-1.520e-07,-0.04,-0.012,0.008,0
-1.516e-07,-0.04,-0.012,0.008,0
-1.512e-07,-0.04,-0.02,0,-0.008
-1.508e-07,0,-0.02,0,-0.008
-1.504e-07,-0.04,-0.02,0,0
-1.500e-07,0,-0.012,0.008,0.008
-1.496e-07,-0.08,0.004,0.016,0.008
-1.492e-07,-0.04,0.004,0.016,0.008
-1.488e-07,0,0.012,0.016,0.008
-1.484e-07,-0.04,0.012,0.016,0
-1.480e-07,-0.04,0.004,0.024,0.016
-1.476e-07,0,-0.004,0.016,0.016
-1.472e-07,0,-0.012,0.008,0.016
-1.468e-07,-0.04,-0.004,0.008,0.008
-1.464e-07,-0.08,0.012,0.008,0.008
-1.460e-07,-0.04,0.004,0.016,0
-1.456e-07,0,0.004,0.008,0
-1.452e-07,-0.04,-0.004,0,0
-1.448e-07,-0.04,-0.004,0,0
-1.444e-07,0,-0.004,0,0
-1.440e-07,-0.04,0.004,0,0
-1.436e-07,0,-0.004,0,0
-1.432e-07,-0.04,-0.004,0,0
-1.428e-07,-0.04,-0.012,0,-0.008
-1.424e-07,0,-0.004,0.008,-0.008
-1.420e-07,-0.04,0.004,0,0
-1.416e-07,-0.04,0.004,0,0
-1.412e-07,0,-0.004,0.008,-0.008
-1.408e-07,-0.04,-0.012,0.008,-0.008
-1.404e-07,-0.04,-0.012,0.008,0
-1.400e-07,0,-0.004,0.008,0.008
-1.396e-07,-0.04,0.012,0,0.008
-1.392e-07,-0.04,0.012,0.008,0
-1.388e-07,0,0.012,0.008,0
-1.384e-07,0,0.004,0.016,0
-1.380e-07,0,-0.004,0.008,0.008
-1.376e-07,0,-0.004,0.008,0
-1.372e-07,0,-0.004,0,0.008
-1.368e-07,-0.04,0.004,0.008,0
-1.364e-07,0,0.012,0.016,0.016
-1.360e-07,0,0.004,0.016,0.016
-1.356e-07,0,0.004,0.016,0.016
-1.352e-07,-0.04,0.004,0.008,0.008
-1.348e-07,-0.04,0.004,0,0
-1.344e-07,-0.04,-0.004,0.008,0
-1.340e-07,-0.04,-0.012,0,-0.008
-1.336e-07,0,-0.012,0.008,-0.008
-1.332e-07,0,-0.012,0.008,-0.008
-1.328e-07,-0.04,-0.004,0,-0.008
-1.324e-07,-0.04,-0.004,0,0
-1.320e-07,-0.04,-0.004,-0.008,-0.008
-1.316e-07,-0.04,-0.012,0,0
-1.312e-07,-0.04,0.004,0.008,-0.008
-1.308e-07,0,0.004,0.008,0
-1.304e-07,-0.04,0.004,0.008,0
-1.300e-07,-0.04,0.004,0.008,0.008
-1.296e-07,-0.04,-0.004,0,0.008
-1.292e-07,-0.04,-0.004,0,0
-1.288e-07,0,-0.004,0.016,0
-1.284e-07,0,-0.012,0.016,0
-1.280e-07,0,-0.004,0.024,0
-1.276e-07,-0.04,0.012,0.016,0.008
-1.272e-07,-0.04,0.012,0.008,0.016
-1.268e-07,-0.04,0.012,0.008,0.016
-1.264e-07,-0.04,0.004,0.008,0.008
-1.260e-07,-0.04,-0.004,0.008,0.016
-1.256e-07,-0.04,-0.004,0.008,0
-1.252e-07,-0.04,-0.012,0.008,0
-1.248e-07,0,-0.012,0,0
-1.244e-07,-0.04,-0.012,0,0
-1.240e-07,0,-0.004,0,0
-1.236e-07,-0.04,-0.004,0.008,0
-1.232e-07,-0.04,0.004,0.008,0
-1.228e-07,-0.04,-0.004,0.008,0
-1.224e-07,-0.04,-0.012,0.008,0
-1.220e-07,-0.04,-0.012,0.008,-0.016
-1.216e-07,-0.04,-0.012,0.016,0
-1.212e-07,-0.04,-0.012,0.008,0.008
-1.208e-07,-0.04,-0.004,0,0
-1.204e-07,-0.04,0.012,-0.008,-0.008
-1.200e-07,-0.04,-0.004,-0.008,-0.008
-1.196e-07,-0.04,-0.012,-0.008,0
-1.192e-07,-0.04,-0.012,0,0
-1.188e-07,-0.04,-0.012,0.008,0
-1.184e-07,-0.04,-0.012,0,-0.008
-1.180e-07,0,-0.004,0.008,0
-1.176e-07,0,-0.012,0.008,0
-1.172e-07,0,0.004,0.008,0
-1.168e-07,0,0.012,0.008,0
-1.164e-07,-0.08,0.012,0.008,0.016
-1.160e-07,-0.04,0.012,0.008,0.008
-1.156e-07,-0.04,0.012,0.008,0.008
-1.152e-07,0,0.004,0.008,0
-1.148e-07,-0.04,-0.012,0.016,0
-1.144e-07,-0.04,-0.012,0.016,-0.016
-1.140e-07,0,0.004,0.016,-0.008
-1.136e-07,-0.04,0.012,0.016,-0.008
-1.132e-07,-0.04,0.004,0.008,0
-1.128e-07,-0.04,0.004,0.016,-0.008
-1.124e-07,-0.04,-0.004,0.008,-0.008
-1.120e-07,-0.04,0.004,0.008,-0.008
-1.116e-07,-0.04,-0.004,0.016,0
-1.112e-07,-0.04,-0.004,0.008,-0.008
-1.108e-07,-0.04,-0.012,0.008,0
-1.104e-07,-0.04,-0.004,0.008,-0.008
-1.100e-07,-0.04,-0.004,0.008,-0.008
-1.096e-07,0,-0.004,0,0
-1.092e-07,-0.04,0.004,0.016,0
-1.088e-07,-0.04,-0.012,0.016,0
-1.084e-07,-0.04,-0.012,0.008,0.008
-1.080e-07,-0.04,-0.012,0,0
-1.076e-07,0,-0.012,0,0.008
-1.072e-07,0,-0.004,0.008,0.008
-1.068e-07,0,-0.004,0,0.008
-1.064e-07,-0.04,-0.012,0,0.016
-1.060e-07,-0.04,-0.012,0,0.008
-1.056e-07,-0.04,-0.004,0.008,0.008
-1.052e-07,-0.04,-0.004,0.008,0
-1.048e-07,-0.04,-0.004,0,-0.008
-1.044e-07,0,-0.012,0.008,-0.008
-1.040e-07,-0.04,-0.004,0.008,0
-1.036e-07,-0.04,-0.004,0,0.008
-1.032e-07,0,0.004,-0.008,0.016
-1.028e-07,0,0.004,0,0.008
-1.024e-07,-0.04,0.004,0.008,0.008
-1.020e-07,-0.04,-0.004,0.008,0.008
-1.016e-07,-0.04,-0.004,0.008,0.008
-1.012e-07,-0.04,-0.012,0,0.008
-1.008e-07,-0.04,-0.012,0.008,0
-1.004e-07,-0.04,-0.012,0.008,0
-1.000e-07,-0.08,-0.004,0.016,0
-9.960e-08,-0.04,-0.004,0.024,-0.008
-9.920e-08,-0.04,0.004,0.008,0
-9.880e-08,0,0.004,0,0
-9.840e-08,0,-0.004,0.016,0
-9.800e-08,-0.04,0.004,0.016,0.008
-9.760e-08,-0.04,-0.004,0.016,0
-9.720e-08,0,-0.004,0.016,0
-9.680e-08,-0.04,-0.004,0.008,0
-9.640e-08,-0.04,0.012,0,0.008
-9.600e-08,0,0.004,0.024,-0.008
-9.560e-08,-0.04,0.012,0.008,0
-9.520e-08,0,0.012,0,0
-9.480e-08,-0.04,-0.004,0,0.008
-9.440e-08,0,-0.004,0,0.024
-9.400e-08,-0.04,-0.004,0,0.024
-9.360e-08,-0.04,-0.004,0,0.008
-9.320e-08,-0.04,-0.004,0,0
-9.280e-08,-0.04,0.012,0.008,-0.008
-9.240e-08,0,0.012,0,-0.008
-9.200e-08,-0.04,-0.02,0,0
-9.160e-08,-0.04,-0.012,-0.008,-0.008
-9.120e-08,0,-0.02,-0.016,0
-9.080e-08,0,-0.012,-0.008,0.008
-9.040e-08,0,-0.012,0,0.008
-9.000e-08,0,-0.02,0.008,0
-8.960e-08,0,-0.012,0,0
-8.920e-08,0,-0.012,-0.016,0.008
-8.880e-08,0,0.004,0,0.008
-8.840e-08,0,-0.004,0.008,0
-8.800e-08,0,0.004,0.016,0
-8.760e-08,-0.04,0.004,0.008,0.008
-8.720e-08,-0.08,-0.004,0.008,0.008
-8.680e-08,-0.04,-0.012,0.016,0.008
-8.640e-08,-0.04,-0.012,0.016,0.008
-8.600e-08,-0.04,0.004,0.016,0.008
-8.560e-08,-0.04,0.012,0.016,0
-8.520e-08,0,0.02,0.016,0
-8.480e-08,-0.04,0.012,0.008,0.008
-8.440e-08,-0.04,0.004,0.016,0
-8.400e-08,-0.04,0.004,0.008,0.008
-8.360e-08,0,0.004,0.016,0.016
-8.320e-08,-0.04,0.012,0.008,0.016
-8.280e-08,-0.04,0.004,0.008,0
-8.240e-08,-0.04,-0.004,0,0
-8.200e-08,0,-0.004,0,0
-8.160e-08,-0.04,-0.004,-0.008,0
-8.120e-08,-0.04,-0.004,-0.016,-0.008
-8.080e-08,-0.04,-0.012,-0.008,-0.008
-8.040e-08,-0.04,-0.012,0.008,-0.008
-8.000e-08,0,-0.012,0.008,-0.008
-7.960e-08,0.04,-0.012,0,-0.008
-7.920e-08,0,-0.02,0,-0.008
-7.880e-08,-0.08,-0.02,-0.008,-0.008
-7.840e-08,-0.04,-0.012,-0.008,-0.008
-7.800e-08,0,-0.012,0.008,0
-7.760e-08,-0.04,-0.004,0.008,0
-7.720e-08,-0.04,0.004,0.008,0
-7.680e-08,-0.04,-0.004,0.008,0
-7.640e-08,0,-0.004,0,0.008
-7.600e-08,0,-0.004,0,0.008
-7.560e-08,0,-0.004,0,0.008
-7.520e-08,0,0.012,0.016,0.008
-7.480e-08,0,0.004,0.016,0.016
-7.440e-08,0,0.012,0.016,0.008
-7.400e-08,0,0.012,0.008,0.008
-7.360e-08,0,0.012,0.008,0.016
-7.320e-08,-0.04,-0.004,0.016,0.008
-7.280e-08,0,0.004,0.016,0.008
-7.240e-08,0,0.004,0.016,0
-7.200e-08,0,-0.004,0.016,0
-7.160e-08,-0.04,-0.004,0.016,0
-7.120e-08,-0.04,-0.004,0.016,0
-7.080e-08,-0.04,-0.012,0.008,-0.008
-7.040e-08,-0.04,-0.02,0,-0.008
-7.000e-08,0,-0.012,0,-0.016
-6.960e-08,0,-0.02,-0.008,-0.016
-6.920e-08,-0.04,-0.028,0,-0.008
-6.880e-08,-0.04,-0.02,-0.016,0.008
-6.840e-08,-0.04,-0.02,-0.008,0.016
-6.800e-08,-0.04,-0.012,0.008,0
-6.760e-08,-0.04,-0.004,0.016,0
-6.720e-08,-0.04,-0.004,0.016,-0.008
-6.680e-08,0,0.012,0.016,0
-6.640e-08,-0.04,0.02,0.008,0.008
-6.600e-08,0,0.012,0.008,0
-6.560e-08,0,0.012,0.008,0
-6.520e-08,-0.04,0.012,0.008,0.008
-6.480e-08,-0.04,0.012,0.016,0.008
-6.440e-08,-0.04,0.004,0.008,0.016
-6.400e-08,0,0.004,-0.008,0.016
-6.360e-08,-0.04,0.004,0,0.016
-6.320e-08,0,0.012,0.008,0
-6.280e-08,-0.04,0.004,0.008,0
-6.240e-08,-0.04,0.004,0.016,0
-6.200e-08,-0.04,0.004,0.008,0.008
-6.160e-08,-0.04,-0.004,0,0
-6.120e-08,-0.04,-0.004,0,0.008
-6.080e-08,-0.04,-0.004,0,0.016
-6.040e-08,-0.04,-0.012,0,0
-6.000e-08,-0.04,-0.012,-0.008,-0.008
-5.960e-08,-0.04,-0.012,0,-0.016
-5.920e-08,-0.04,-0.012,0,-0.008
-5.880e-08,-0.04,-0.012,0,-0.008
-5.840e-08,-0.04,-0.012,0.008,0
-5.800e-08,0,-0.012,0.016,0
-5.760e-08,-0.04,-0.012,0.016,0
-5.720e-08,0,-0.004,0.016,0.008
-5.680e-08,0,0.004,0.016,0.008
-5.640e-08,0,0.004,0.008,0
-5.600e-08,0,0.012,0.008,0.008
-5.560e-08,-0.04,0.012,0.008,0.016
-5.520e-08,-0.04,0.012,0.016,0.008
-5.480e-08,-0.04,0.012,0.008,0
-5.440e-08,-0.04,0.012,0,0
-5.400e-08,0,0.02,0.016,0
-5.360e-08,0,0.02,0.016,0.016
-5.320e-08,-0.04,0.004,0.024,0.008
-5.280e-08,-0.04,0.004,0.024,0.008
-5.240e-08,-0.04,-0.012,0.016,0.008
-5.200e-08,0,-0.012,0,0
-5.160e-08,-0.04,-0.004,-0.016,0.008
-5.120e-08,-0.04,-0.004,-0.008,-0.008
-5.080e-08,0,-0.004,0,-0.008
-5.040e-08,-0.04,0.004,0,-0.008
-5.000e-08,0,-0.012,0,0.008
-4.960e-08,0,-0.02,-0.008,-0.008
-4.920e-08,-0.04,-0.02,-0.008,-0.008
-4.880e-08,0,-0.012,0,0
-4.840e-08,0,-0.004,0,0
-4.800e-08,0,-0.004,-0.008,0.008
-4.760e-08,0,-0.012,-0.008,0.008
-4.720e-08,0,-0.012,0.008,0
-4.680e-08,-0.04,-0.004,0.016,0.008
-4.640e-08,-0.04,-0.012,0.008,0
-4.600e-08,-0.04,-0.012,0.008,0
-4.560e-08,-0.04,-0.004,0.008,-0.008
-4.520e-08,-0.04,-0.012,0.008,0.008
-4.480e-08,0,-0.004,0,0.016
-4.440e-08,0,-0.004,0,0.008
-4.400e-08,-0.04,0.004,0.008,0.008
-4.360e-08,-0.12,0.012,0.016,0.008
-4.320e-08,-0.2,0.012,0.016,0
-4.280e-08,-0.2,0.012,0.016,-0.008
-4.240e-08,-0.2,-0.004,0.016,-0.008
-4.200e-08,-0.2,0.004,0.008,0
-4.160e-08,-0.16,0.012,0.008,0
-4.120e-08,-0.04,0.012,0.008,0
-4.080e-08,-0.04,0.012,0.008,0.016
-4.040e-08,-0.04,0.012,0.008,0.016
-4.000e-08,-0.04,0.012,0.008,0.008
-3.960e-08,-0.04,0.004,0.016,0.008
-3.920e-08,0,0.004,0.016,0.016
-3.880e-08,0.04,-0.012,0.016,0.008
-3.840e-08,0.04,-0.02,0.016,0.048
-3.800e-08,0.04,0.004,0.04,0.016
-3.760e-08,0,0.02,0.04,-0.056
-3.720e-08,0,0.108,0.04,-0.112
-3.680e-08,0,0.268,0.048,0.064
-3.640e-08,0.08,0.268,0.144,0.088
-3.600e-08,0.08,-0.204,0.016,-0.304
-3.560e-08,0.08,-0.804,-0.488, -inf
-3.520e-08,-0.04,-0.94, -inf, -inf
-3.480e-08,-0.08,-0.748,-0.84,-0.352
-3.440e-08,-0.12,-0.788,-0.408,-0.384
-3.400e-08,-0.12,-1.132,-0.416, -inf
-3.360e-08,-0.04, -inf,-0.84, -inf
-3.320e-08,0.04,-1.028,-0.792,-0.16
-3.280e-08,0.08,-0.508,-0.392,-0.104
-3.240e-08,0.12,-0.42,-0.4, -inf
-3.200e-08,0.16,-0.948, -inf, -inf
-3.160e-08,0.2, -inf, -inf, -inf
-3.120e-08,0.16, -inf, -inf,-0.44
-3.080e-08,0.2,-1.156,-0.68, -inf
-3.040e-08,0.2,-1.14,-0.584, -inf
-3.000e-08,0.2,-1.228, -inf, -inf
-2.960e-08,0.16,-1.22, -inf, -inf
-2.920e-08,0.08,-0.788,-0.832,-0.008
-2.880e-08,0.12,-0.092,0.016,0.288
-2.840e-08,0.12,0.412,0.256,0.216
-2.800e-08,0.08,0.124,0.064,-0.048
-2.760e-08,0.08,-0.548,-0.04,-0.296
-2.720e-08,0,-0.868,0.104, -inf
-2.680e-08,0.04,-0.812,0.168, -inf
-2.640e-08,0,-0.884,0.024, -inf
-2.600e-08,0,-1.132,-0.328, -inf
-2.560e-08,0,-1.004,-0.544, -inf
-2.520e-08,-0.04,-0.596,-0.32,-0.424
-2.480e-08,-0.04,-0.004,0.344,0.072
-2.440e-08,0,0.428,0.728,0.608
-2.400e-08,-0.04,0.716,0.376,0.72
-2.360e-08,-0.04,0.732,-0.008,0.424
-2.320e-08,0,0.556,-0.08,0.064
-2.280e-08,0.04,-0.052,-0.056,-0.424
-2.240e-08,0.04,-0.788,-0.144, -inf
-2.200e-08,0.08, -inf,-0.432, -inf
-2.160e-08,0.12,-1.084,-0.512,-0.52
-2.120e-08,0.12,-0.356,-0.28,0.296
-2.080e-08,0.12,0.452,0.208,0.792
-2.040e-08,0.16,inf,0.376,0.712
-2.000e-08,0.12,inf,-0.032,0.368
-1.960e-08,0.08,0.628,-0.32,0.096
-1.920e-08,0.04,0.132,-0.232,-0.216
-1.880e-08,0,-0.132,0.176,-0.424
-1.840e-08,0,-0.156,0.48,-0.376
-1.800e-08,-0.04,-0.236,0.688,-0.312
-1.760e-08,-0.08,-0.412,0.512,-0.392
-1.720e-08,-0.04,-0.5,0.064,-0.296
-1.680e-08,-0.08,-0.252,-0.168,0.168
-1.640e-08,-0.04,0.076,0.072,0.6
-1.600e-08,-0.04,0.484,0.56,0.768
-1.560e-08,-0.08,0.764,0.864,0.672
-1.520e-08,-0.08,inf,0.88,0.584
-1.480e-08,-0.08,0.756,0.776,0.568
-1.440e-08,-0.04,0.716,0.72,0.496
-1.400e-08,-0.12,0.732,0.728,0.504
-1.360e-08,-0.08,0.756,0.768,0.552
-1.320e-08,-0.08,0.772,0.8,0.704
-1.280e-08,-0.12,0.78,0.784,0.784
-1.240e-08,-0.08,0.772,0.784,0.784
-1.200e-08,-0.08,0.78,0.776,0.768
-1.160e-08,-0.04,0.772,0.792,0.736
-1.120e-08,-0.08,0.772,0.784,0.744
-1.080e-08,-0.08,0.772,0.672,0.744
-1.040e-08,-0.08,0.772,0.2,0.568
-1.000e-08,-0.08,0.788,-0.464,0.008
-9.600e-09,-0.12,0.668,-0.728, -inf
-9.200e-09,-0.12,0.212,-0.504, -inf
-8.800e-09,-0.08,-0.156,-0.336,-0.504
-8.400e-09,-0.08,-0.188,-0.672,-0.096
-8.000e-09,-0.12,0.172, -inf,-0.056
-7.600e-09,-0.08,0.46, -inf,-0.312
-7.200e-09,-0.12,0.348, -inf, -inf
-6.800e-09,-0.12,-0.22, -inf, -inf
-6.400e-09,-0.16,-0.812,-0.696, -inf
-6.000e-09,-0.16,-1.028,0, -inf
-5.600e-09,-0.2,-1.028,0.52, -inf
-5.200e-09,-0.16,-1.1,0.344, -inf
-4.800e-09,-0.2,-1.164,-0.304, -inf
-4.400e-09,-0.2,-0.764,-0.64,-0.192
-4.000e-09,-0.2,0.004,-0.256,0.384
-3.600e-09,-0.16,0.692,0.504,0.768
-3.200e-09,-0.2,inf,0.936,0.84
-2.800e-09,-0.16,inf,0.904,0.792
-2.400e-09,-0.12,0.724,0.496,0.576
-2.000e-09,-0.12,0.556,-0.128,0.016
-1.600e-09,-0.08,-0.012,-0.664, -inf
-1.200e-09,-0.12,-0.82,-0.8, -inf
-8.000e-10,-0.16, -inf,-0.736, -inf
-4.000e-10,-0.32, -inf,-0.832, -inf
0.000e+00,-0.56, -inf, -inf, -inf
4.000e-10,-0.64,-1.156, -inf, -inf
8.000e-10,-0.64,-1.14, -inf, -inf
1.200e-09,-0.64,-1.22, -inf, -inf
1.600e-09,-0.6, -inf, -inf, -inf
2.000e-09,-0.64, -inf, -inf, -inf
2.400e-09,-0.64, -inf, -inf, -inf
2.800e-09,-0.64, -inf, -inf, -inf
3.200e-09,-0.64, -inf, -inf, -inf
3.600e-09,-0.64, -inf,-0.848, -inf
4.000e-09,-0.64, -inf,-0.632, -inf
4.400e-09,-0.64, -inf,-0.488, -inf
4.800e-09,-0.64,-1.172,-0.632, -inf
5.200e-09,-0.6,-0.94,-0.752,-0.352
5.600e-09,-0.56,-0.716,-0.376,0.048
6.000e-09,-0.56,-0.5,0.2,0.144
6.400e-09,-0.56,-0.364,0.464,0.024
6.800e-09,-0.56,-0.532,0.456,-0.144
7.200e-09,-0.56,-0.924,0.352,-0.344
7.600e-09,-0.56,-1.1,0.224,-0.512
8.000e-09,-0.56,-1.012,0.184,-0.4
8.400e-09,-0.56,-0.74,0.344,-0.16
8.800e-09,-0.56,-0.292,0.416,-0.096
9.200e-09,-0.56,0.164,0.352,-0.192
9.600e-09,-0.6,0.18,0.312,-0.384
1.000e-08,-0.6,-0.244,0.296, -inf
1.040e-08,-0.6,-0.668,0.184, -inf
1.080e-08,-0.64,-0.924,0.168, -inf
1.120e-08,-0.64,-1.084,0.392, -inf
1.160e-08,-0.64,-1.004,0.624, -inf
1.200e-08,-0.64,-0.716,0.712,-0.36
1.240e-08,-0.68,-0.38,0.696,0.12
1.280e-08,-0.64,-0.052,0.624,0.488
1.320e-08,-0.68,0.316,0.528,0.68
1.360e-08,-0.72,0.604,0.496,0.72
1.400e-08,-0.72,0.7,0.56,0.608
1.440e-08,-0.72,0.684,0.56,0.528
1.480e-08,-0.76,0.668,0.544,0.544
1.520e-08,-0.72,0.644,0.624,0.656
1.560e-08,-0.72,0.636,0.768,0.712
1.600e-08,-0.72,0.692,0.832,0.72
1.640e-08,-0.68,0.772,0.816,0.752
1.680e-08,-0.72,inf,0.784,0.776
1.720e-08,-0.72,inf,0.736,0.784
1.760e-08,-0.68,0.788,0.712,0.784
1.800e-08,-0.68,0.78,0.72,0.792
1.840e-08,-0.72,0.78,0.76,0.784
1.880e-08,-0.72,0.788,0.784,0.792
1.920e-08,-0.68,0.788,0.776,0.784
1.960e-08,-0.68,inf,0.656,0.768
2.000e-08,-0.68,inf,0.512,0.736
2.040e-08,-0.68,inf,0.456,0.728
2.080e-08,-0.72,inf,0.456,0.736
2.120e-08,-0.72,inf,0.296,0.728
2.160e-08,-0.72,0.78,-0.024,0.712
2.200e-08,-0.72,0.692,-0.336,0.592
2.240e-08,-0.72,0.612,-0.624,0.32
2.280e-08,-0.72,0.468, -inf,0.04
2.320e-08,-0.76,0.18, -inf,-0.08
2.360e-08,-0.72,-0.052, -inf,-0.056
2.400e-08,-0.68,-0.012, -inf,0.04
2.440e-08,-0.68,0.14, -inf,0.208
2.480e-08,-0.64,0.172,-0.848,0.288
2.520e-08,-0.72,0.076, -inf,0.176
2.560e-08,-0.68,-0.1, -inf,-0.08
2.600e-08,-0.68,-0.404, -inf,-0.28
2.640e-08,-0.64,-0.684, -inf,-0.336
2.680e-08,-0.64,-0.684, -inf,-0.28
2.720e-08,-0.64,-0.444, -inf,-0.136
2.760e-08,-0.6,-0.252, -inf,-0.032
