Model,MDO34
Firmware Version,1.10.4

Waveform Type,ANALOG,,,
-1.764e-07,-0.04,-0.004,0.008,0.008
-1.760e-07,0,-0.012,0.008,0
-1.756e-07,0,-0.012,0.008,0
-1.752e-07,0,-0.004,0.016,-0.016
-1.748e-07,-0.04,-0.004,0.016,-0.016
-1.744e-07,0,-0.004,0.016,-0.008
-1.740e-07,-0.04,-0.004,0.008,-0.016
-1.736e-07,0,-0.004,0,-0.016
-1.732e-07,0,0.004,0.008,-0.016
-1.728e-07,0,0.004,0.008,0
-1.724e-07,-0.04,0.012,0.008,0.008
-1.720e-07,0,0.004,0.008,0
-1.716e-07,-0.04,0.004,0,0
-1.712e-07,0,-0.004,0,-0.008
-1.708e-07,0,-0.012,0.008,0
-1.704e-07,-0.04,-0.012,0.016,0
-1.700e-07,0,-0.004,0.024,0.016
-1.696e-07,-0.04,0.012,0.016,0.008
-1.692e-07,0,0.012,0.008,0
-1.688e-07,0,0.012,0.008,0
-1.684e-07,0,-0.004,0.016,0
-1.680e-07,-0.04,0.004,0.016,0.008
-1.676e-07,0,-0.004,0.008,0
-1.672e-07,0,-0.004,0.008,0
-1.668e-07,0,0.004,0,0.008
-1.664e-07,0,-0.004,0.008,0.008
-1.660e-07,-0.04,-0.012,0.016,0
-1.656e-07,-0.04,-0.012,0,0
-1.652e-07,0,-0.012,0.008,0
-1.648e-07,0,-0.004,0.008,0
-1.644e-07,-0.04,-0.012,0,-0.008
-1.640e-07,-0.04,-0.02,0,-0.008
-1.636e-07,-0.04,-0.012,0.008,-0.008
-1.632e-07,-0.04,-0.02,0.008,-0.016
-1.628e-07,-0.04,-0.012,0.008,-0.008
-1.624e-07,-0.04,-0.012,0,0
-1.620e-07,-0.04,0.004,-0.008,0
-1.616e-07,-0.04,0.012,0,0
-1.612e-07,0,0.012,0,0.008
-1.608e-07,-0.04,0.004,0.008,0
-1.604e-07,-0.04,0.004,0.008,0.008
-1.600e-07,0,0.012,0.008,0
-1.596e-07,0,0.012,0.008,0
-1.592e-07,0,0.004,0.016,0
-1.588e-07,0,-0.012,0.016,0
-1.584e-07,0,0.004,0.008,0.008
-1.580e-07,0,0.02,0,0
-1.576e-07,0,0.012,-0.008,0.008
-1.572e-07,-0.04,0.012,-0.008,0
-1.568e-07,-0.04,0.004,-0.008,0
-1.564e-07,0,-0.004,0,0
-1.560e-07,0,-0.004,0,0
-1.556e-07,0,-0.004,0,-0.008
-1.552e-07,-0.04,-0.004,0,-0.016
-1.548e-07,0,-0.012,0,-0.024
-1.544e-07,-0.04,-0.004,0,-0.008
-1.540e-07,0,-0.004,0.008,0
-1.536e-07,0,0.004,0,-0.008
-1.532e-07,0,0.004,0.008,-0.008
-1.528e-07,-0.04,-0.004,0.008,-0.008
-1.524e-07,0,-0.012,0.008,-0.008
-1.520e-07,0,-0.012,0.008,0
-1.516e-07,-0.04,-0.02,0,0.008
-1.512e-07,-0.04,-0.012,0,0.008
-1.508e-07,0,-0.004,0,0.008
-1.504e-07,0,0.012,0.016,0.008
-1.500e-07,-0.04,0.012,0.016,0.008
-1.496e-07,0,0.012,0.008,0.008
-1.492e-07,0,0.004,0,0.008
-1.488e-07,0,-0.004,0.008,0.008
-1.484e-07,-0.04,-0.004,0.008,0
-1.480e-07,-0.04,-0.004,0.008,-0.008
-1.476e-07,-0.04,0.004,0.008,0
-1.472e-07,-0.04,0.004,0,0
-1.468e-07,-0.04,0.004,0,0
-1.464e-07,0,0.02,0,0.008
-1.460e-07,-0.04,0.004,-0.008,0.008
-1.456e-07,-0.04,0.004,0,0.008
-1.452e-07,-0.04,0.004,0.008,0.008
-1.448e-07,0,-0.004,0,0.008
-1.444e-07,0,-0.004,0,0
-1.440e-07,0.04,-0.012,0.008,0
-1.436e-07,0.04,-0.012,0,0.016
-1.432e-07,-0.04,-0.004,0,0.008
-1.428e-07,-0.04,-0.004,0,0.016
-1.424e-07,-0.04,-0.02,0,0.016
-1.420e-07,0,-0.012,0.008,0.008
-1.416e-07,0,-0.012,0.008,0
-1.412e-07,-0.04,-0.004,0,0.008
-1.408e-07,-0.04,-0.012,0.008,0
-1.404e-07,0,-0.004,0.016,0.008
-1.400e-07,0,0.004,0.016,0
-1.396e-07,0,0.012,0.016,0
-1.392e-07,0,0.004,0.016,0
-1.388e-07,0,0.012,0.016,-0.008
-1.384e-07,0,0.012,0.008,0.008
-1.380e-07,0,0.012,0.016,0.008
-1.376e-07,-0.04,0.004,0.016,0.008
-1.372e-07,-0.04,-0.004,0.016,0.008
-1.368e-07,0,0.004,0.008,0.008
-1.364e-07,0,0.004,0.016,0.008
-1.360e-07,0,-0.004,0.016,0
-1.356e-07,-0.04,-0.004,0.008,0
-1.352e-07,0,-0.004,0,-0.008
-1.348e-07,0,0.004,0.008,0.008
-1.344e-07,0,-0.012,0.008,0.008
-1.340e-07,0,-0.004,0,0
-1.336e-07,-0.04,-0.004,0,0.008
-1.332e-07,0,-0.004,0.008,0
-1.328e-07,0,-0.02,0,-0.008
-1.324e-07,0,-0.02,0.008,-0.008
-1.320e-07,-0.04,-0.004,0.008,-0.008
-1.316e-07,-0.04,-0.012,0.016,-0.008
-1.312e-07,-0.04,-0.012,0.008,-0.016
-1.308e-07,0,-0.012,0.008,0
-1.304e-07,-0.04,-0.012,0.016,-0.008
-1.300e-07,0,-0.02,0.024,0
-1.296e-07,0,-0.012,0.016,0.008
-1.292e-07,-0.04,-0.004,0.016,0.016
-1.288e-07,0,-0.004,0.016,0.008
-1.284e-07,-0.04,0.004,0.008,0.008
-1.280e-07,-0.04,0.012,0.008,0.008
-1.276e-07,-0.04,0.012,0,0.008
-1.272e-07,0,0.004,0.016,0.016
-1.268e-07,0,-0.004,0.024,0.016
-1.264e-07,0,0.004,0.016,0.016
-1.260e-07,-0.04,0.012,0.008,0
-1.256e-07,-0.04,0.012,0.008,-0.008
-1.252e-07,0,0.012,0.008,-0.008
-1.248e-07,0,0.004,0.008,-0.008
-1.244e-07,0,-0.004,0.008,-0.016
-1.240e-07,0,-0.004,0.008,-0.016
-1.236e-07,0,-0.004,0,-0.008
-1.232e-07,-0.04,-0.012,-0.008,0
-1.228e-07,0,-0.012,0,0
-1.224e-07,0,-0.012,0,0
-1.220e-07,0,-0.012,0,0
-1.216e-07,-0.04,-0.004,0,-0.008
-1.212e-07,0,-0.004,0.008,-0.008
-1.208e-07,0,-0.004,0.016,0
-1.204e-07,0,-0.004,0.016,0
-1.200e-07,0,0.004,0,-0.008
-1.196e-07,-0.04,0.012,-0.008,-0.008
-1.192e-07,-0.04,0.02,0,0
-1.188e-07,0,0.02,0.008,0.016
-1.184e-07,0,0.02,0.016,0.016
-1.180e-07,0,0.02,0.024,0.008
-1.176e-07,-0.04,0.02,0.024,0
-1.172e-07,0,0.02,0.016,0.008
-1.168e-07,-0.04,0.028,0.008,0.016
-1.164e-07,0,0.02,0.008,0.024
-1.160e-07,0,0.012,0.008,0.016
-1.156e-07,-0.04,0.004,0.016,0.016
-1.152e-07,-0.04,0.004,0.008,0
-1.148e-07,0,-0.012,0.008,0.008
-1.144e-07,0,-0.012,-0.008,0
-1.140e-07,0,-0.012,0,0.008
-1.136e-07,0,-0.012,0,0
-1.132e-07,0,-0.012,-0.008,0
-1.128e-07,0,-0.012,0,0
-1.124e-07,-0.04,-0.012,0.008,-0.008
-1.120e-07,0,-0.012,0.024,-0.016
-1.116e-07,0,-0.004,0.016,-0.016
-1.112e-07,0,-0.02,0.008,-0.008
-1.108e-07,0,-0.02,0.008,0
-1.104e-07,0,-0.012,0.008,0
-1.100e-07,0,0.004,0.016,0
-1.096e-07,-0.04,0.012,0.016,0
-1.092e-07,-0.04,0.012,0.016,0.008
-1.088e-07,0,0.004,0.016,0
-1.084e-07,0,0.012,0.016,0.008
-1.080e-07,0,0.012,0.024,0
-1.076e-07,0,0.012,0.016,0.008
-1.072e-07,0,0.012,0.032,0.008
-1.068e-07,-0.04,0.012,0.024,0.008
-1.064e-07,0,0.012,0.016,0.008
-1.060e-07,0,0.012,0,0.016
-1.056e-07,-0.04,0.012,-0.008,0.024
-1.052e-07,0,0.004,0,0.016
-1.048e-07,0,0.012,0.008,0
-1.044e-07,0,0.004,0.008,0
-1.040e-07,0,0.004,0.008,0.008
-1.036e-07,0,-0.012,0,0
-1.032e-07,0,-0.02,0,-0.008
-1.028e-07,-0.04,-0.02,-0.008,-0.008
-1.024e-07,0,-0.012,0,-0.016
-1.020e-07,0,0.004,0,-0.016
-1.016e-07,-0.04,0.004,0.008,-0.008
-1.012e-07,-0.04,-0.004,0,-0.008
-1.008e-07,-0.04,-0.012,0,-0.008
-1.004e-07,-0.04,-0.004,0,0
-1.000e-07,0,0.004,0,0
-9.960e-08,0,-0.004,0,0
-9.920e-08,0,0.004,0.008,0
-9.880e-08,0,0.004,0.008,0.008
-9.840e-08,0,0.012,0.016,0.008
-9.800e-08,-0.04,0.012,0.008,0.008
-9.760e-08,0,0.012,0.016,-0.008
-9.720e-08,-0.04,0.004,0.016,0
-9.680e-08,-0.04,-0.004,0.016,0.008
-9.640e-08,0,0.004,0.016,0.016
-9.600e-08,0,0.004,0.016,0.016
-9.560e-08,0,0.004,0.008,0
-9.520e-08,-0.04,-0.004,0,0
-9.480e-08,0,0.004,-0.008,0
-9.440e-08,-0.04,0.004,0,0.016
-9.400e-08,0,0.004,0,0.016
-9.360e-08,-0.04,-0.004,0.008,0.008
-9.320e-08,-0.04,-0.004,0.008,0
-9.280e-08,0,-0.004,0.008,0
-9.240e-08,0,-0.004,0,0
-9.200e-08,-0.04,-0.012,-0.008,0
-9.160e-08,-0.04,-0.02,0,-0.008
-9.120e-08,-0.04,-0.02,0,-0.008
-9.080e-08,0,-0.02,0.008,0.008
-9.040e-08,0,-0.02,0.008,0.008
-9.000e-08,-0.04,-0.012,0.016,0
-8.960e-08,-0.04,-0.004,0.008,0
-8.920e-08,0,0.004,0.008,0
-8.880e-08,0,0.02,0.008,0
-8.840e-08,-0.04,0.02,0.024,0.008
-8.800e-08,0,0.004,0.024,0.008
-8.760e-08,-0.04,0.004,0.024,0.008
-8.720e-08,-0.04,0.012,0.016,0
-8.680e-08,-0.04,0.012,0.016,0.008
-8.640e-08,-0.04,0.004,0.008,0.008
-8.600e-08,-0.04,0.004,0.008,0.016
-8.560e-08,0,0.012,0.008,0.008
-8.520e-08,-0.04,0.012,0,0.008
-8.480e-08,-0.04,0.012,0,0
-8.440e-08,0,0.012,0.008,0
-8.400e-08,0,0.004,0,0
-8.360e-08,0,0.004,0.008,0
-8.320e-08,-0.04,-0.004,0,0
-8.280e-08,-0.04,-0.004,0.008,0
-8.240e-08,0,-0.012,-0.008,0
-8.200e-08,-0.04,-0.004,-0.016,0.008
-8.160e-08,-0.04,-0.012,-0.008,0
-8.120e-08,-0.04,-0.02,-0.008,0
-8.080e-08,-0.04,-0.012,-0.008,0
-8.040e-08,0,-0.012,-0.008,0
-8.000e-08,-0.04,-0.004,0.008,-0.008
-7.960e-08,0,-0.004,0.008,-0.008
-7.920e-08,-0.04,-0.004,0.008,-0.008
-7.880e-08,-0.04,-0.004,0,0.008
-7.840e-08,0,-0.004,0,0
-7.800e-08,0,0.004,0.008,0
-7.760e-08,0,0.004,0.008,0
-7.720e-08,0,0.004,0,0.008
-7.680e-08,0,0.012,0.008,0.008
-7.640e-08,-0.04,0.02,0.008,0.016
-7.600e-08,-0.04,0.02,0.008,0
-7.560e-08,-0.04,0.012,0.008,0
-7.520e-08,0,0.004,0.016,0
-7.480e-08,0,-0.004,0.008,0.008
-7.440e-08,0,-0.004,0.008,0
-7.400e-08,-0.04,-0.004,0.008,0.008
-7.360e-08,0,-0.004,0,0
-7.320e-08,-0.04,0.004,0,0.008
-7.280e-08,0,0.012,0,0
-7.240e-08,0,0.004,0,-0.008
-7.200e-08,-0.04,-0.012,0.008,-0.008
-7.160e-08,-0.04,-0.012,0,-0.008
-7.120e-08,0,-0.02,0,-0.008
-7.080e-08,-0.04,-0.012,0,-0.016
-7.040e-08,-0.04,-0.012,-0.008,-0.008
-7.000e-08,-0.04,-0.004,0,-0.008
-6.960e-08,0,0.004,0.008,-0.008
-6.920e-08,-0.04,0.004,0.008,0.008
-6.880e-08,-0.04,0.004,0.008,0.016
-6.840e-08,-0.04,-0.004,0.016,0.008
-6.800e-08,-0.04,-0.004,0.024,0.016
-6.760e-08,0,-0.004,0.024,0.016
-6.720e-08,-0.04,0.004,0.016,0.008
-6.680e-08,-0.04,0.012,0.008,0.008
-6.640e-08,0,0.012,0.016,0
-6.600e-08,0,0.004,0.016,0
-6.560e-08,0,-0.004,0.016,0
-6.520e-08,0,-0.012,0.008,0
-6.480e-08,0,-0.004,0.016,0.008
-6.440e-08,0,0.004,0.008,0.008
-6.400e-08,0,0.004,0.016,0.008
-6.360e-08,-0.04,-0.004,0,0
-6.320e-08,-0.04,-0.012,0.008,0
-6.280e-08,-0.04,-0.012,0,0.008
-6.240e-08,0,-0.012,0,0
-6.200e-08,0,-0.012,0,0.008
-6.160e-08,0,-0.012,-0.008,0.008
-6.120e-08,-0.04,-0.004,0,0.008
-6.080e-08,-0.04,-0.012,0,0.008
-6.040e-08,0,0.004,0.008,0.008
-6.000e-08,0,0.004,0.016,0
-5.960e-08,0,0.012,0.008,0
-5.920e-08,-0.04,0.012,0.008,-0.008
-5.880e-08,-0.04,0.004,-0.008,-0.008
-5.840e-08,-0.04,-0.004,0,-0.008
-5.800e-08,0,-0.004,0,0
-5.760e-08,0,-0.004,0,0.008
-5.720e-08,0,0.004,0,0.008
-5.680e-08,-0.04,0.004,0.008,0
-5.640e-08,-0.04,0.012,0.024,0.008
-5.600e-08,-0.04,0.004,0.024,0
-5.560e-08,0,-0.012,0.016,0.008
-5.520e-08,-0.04,-0.004,0.008,0.008
-5.480e-08,0,-0.004,0.008,0.008
-5.440e-08,-0.04,0.004,0.008,0.008
-5.400e-08,-0.04,-0.004,0.016,0.016
-5.360e-08,0,-0.004,0.016,0.008
-5.320e-08,0,-0.004,0.008,0
-5.280e-08,0,-0.012,0,0
-5.240e-08,-0.04,-0.004,-0.008,0
-5.200e-08,-0.04,0.004,-0.008,0
-5.160e-08,0,-0.004,-0.008,0
-5.120e-08,-0.04,-0.004,0,-0.016
-5.080e-08,0,-0.004,0.008,-0.008
-5.040e-08,0,-0.004,0,0
-5.000e-08,0,-0.004,0,-0.008
-4.960e-08,-0.04,-0.012,0,-0.016
-4.920e-08,0,-0.012,0,-0.016
-4.880e-08,0,-0.012,0.008,0.008
-4.840e-08,0,0.004,0.008,0
-4.800e-08,-0.04,0.02,0,0
-4.760e-08,0,0.02,0.008,0
-4.720e-08,-0.04,0.012,0.016,0
-4.680e-08,0,0.012,0.016,-0.008
-4.640e-08,-0.04,0.004,0.024,0
-4.600e-08,-0.04,0.004,0.016,0
-4.560e-08,0,0.012,0.016,0.008
-4.520e-08,-0.04,-0.004,0.016,0.016
-4.480e-08,0,-0.004,0.008,0.016
-4.440e-08,-0.04,-0.004,0.008,0.016
-4.400e-08,-0.04,0.004,0.008,0.024
-4.360e-08,-0.04,0.004,0.008,0
-4.320e-08,-0.08,0.004,0.008,0
-4.280e-08,-0.12,0.012,0.008,0
-4.240e-08,-0.12,0.004,0,0
-4.200e-08,-0.2,0.004,0,0.016
-4.160e-08,-0.12,0.004,0.008,0.008
-4.120e-08,-0.08,-0.004,0.016,0
-4.080e-08,-0.04,-0.012,0.016,0
-4.040e-08,0.04,-0.012,0.016,0
-4.000e-08,-0.04,-0.012,0.008,0
-3.960e-08,-0.04,-0.004,0.008,0.008
-3.920e-08,-0.04,-0.004,0.008,0.016
-3.880e-08,0.04,0.004,0.008,0.008
-3.840e-08,0,-0.004,0.016,0.024
-3.800e-08,0.04,0.004,0.024,0.008
-3.760e-08,0.04,0.012,0.024,-0.032
-3.720e-08,0,0.06,0.04,-0.104
-3.680e-08,0,0.156,0.016,-0.016
-3.640e-08,0.04,0.204,0.072,0.024
-3.600e-08,0.04,-0.14,-0.024,-0.248
-3.560e-08,0,-0.604,-0.384, -inf
-3.520e-08,0,-0.716,-0.824, -inf
-3.480e-08,0,-0.556,-0.76,-0.304
-3.440e-08,-0.08,-0.636,-0.472,-0.368
-3.400e-08,-0.12,-1.028,-0.48, -inf
-3.360e-08,-0.08,-1.228,-0.848, -inf
-3.320e-08,-0.04,-0.852,-0.76,-0.136
-3.280e-08,-0.04,-0.244,-0.304,-0.112
-3.240e-08,0,-0.14,-0.304, -inf
-3.200e-08,0.08,-0.716, -inf, -inf
-3.160e-08,0.12, -inf, -inf, -inf
-3.120e-08,0.16,-1.212, -inf,-0.4
-3.080e-08,0.12,-0.844,-0.768,-0.48
-3.040e-08,0.12,-0.796,-0.504, -inf
-3.000e-08,0.16,-0.868,-0.68, -inf
-2.960e-08,0.16,-0.732, -inf, -inf
-2.920e-08,0.12,-0.236,-0.472,-0.032
-2.880e-08,0.08,0.228,0.24,0.352
-2.840e-08,0.08,0.564,0.344,0.288
-2.800e-08,0.12,0.348,0.088,0
-2.760e-08,0.08,-0.06,-0.008,-0.08
-2.720e-08,0.04,-0.308,0.176,-0.448
-2.680e-08,0.04,-0.492,0.168, -inf
-2.640e-08,0.04,-0.892,-0.16, -inf
-2.600e-08,0.04,-1.188,-0.552, -inf
-2.560e-08,0,-1.052,-0.616, -inf
-2.520e-08,-0.04,-0.5,-0.296,-0.176
-2.480e-08,0,0.14,0.136,0.352
-2.440e-08,0,0.628,0.392,0.576
-2.400e-08,-0.04,0.7,0.456,0.504
-2.360e-08,-0.04,0.572,0.488,0.312
-2.320e-08,-0.04,0.26,0.44,0.096
-2.280e-08,0.04,-0.284,0.28,-0.376
-2.240e-08,0.04,-0.972,-0.2, -inf
-2.200e-08,0, -inf,-0.8, -inf
-2.160e-08,0,-1.124,-0.848, -inf
-2.120e-08,0.08,-0.364,-0.208,0.024
-2.080e-08,0.08,0.444,0.464,0.688
-2.040e-08,0.04,inf,0.616,0.88
-2.000e-08,0.04,inf,0.256,0.784
-1.960e-08,0.08,0.716,0.08,0.456
-1.920e-08,0.08,0.42,0.144,-0.064
-1.880e-08,0.08,0.068,0.408, -inf
-1.840e-08,0.04,-0.1,0.616, -inf
-1.800e-08,0.04,-0.204,0.76,-0.152
-1.760e-08,0,-0.212,0.776,0.2
-1.720e-08,-0.04,-0.052,0.52,0.32
-1.680e-08,-0.04,0.396,0.136,0.36
-1.640e-08,-0.04,0.74,0.016,0.512
-1.600e-08,-0.04,inf,0.24,0.48
-1.560e-08,-0.04,0.772,0.36,0.184
-1.520e-08,-0.08,0.732,0.272,0.056
-1.480e-08,-0.08,0.724,0.232,0.296
-1.440e-08,-0.12,0.756,0.496,0.568
-1.400e-08,-0.12,0.74,0.776,0.664
-1.360e-08,-0.08,0.428,0.856,0.616
-1.320e-08,-0.12,0.1,0.816,0.64
-1.280e-08,-0.12,0.076,0.768,0.704
-1.240e-08,-0.12,0.46,0.76,0.76
-1.200e-08,-0.08,inf,0.752,0.776
-1.160e-08,-0.04,inf,0.616,0.776
-1.120e-08,-0.04,inf,0.352,0.76
-1.080e-08,-0.04,0.74,0.152,0.56
-1.040e-08,-0.04,0.636,-0.072,-0.048
-1.000e-08,-0.04,0.18,-0.48, -inf
-9.600e-09,0,-0.468,-0.824, -inf
-9.200e-09,-0.04,-0.98,-0.592, -inf
-8.800e-09,-0.04,-0.78,-0.176,-0.184
-8.400e-09,-0.04,-0.22,-0.264,0.096
-8.000e-09,-0.08,0.172,-0.816,0.08
-7.600e-09,-0.08,0.212, -inf,-0.088
-7.200e-09,-0.08,0.132, -inf,-0.384
-6.800e-09,-0.04,-0.188, -inf, -inf
-6.400e-09,-0.04,-0.724,-0.72, -inf
-6.000e-09,-0.08,-0.956,-0.192, -inf
-5.600e-09,-0.08,-0.852,0.32, -inf
-5.200e-09,-0.08,-0.804,0.488, -inf
-4.800e-09,-0.08,-0.86,0.232,-0.48
-4.400e-09,-0.12,-0.588,-0.152,-0.2
-4.000e-09,-0.12,0.06,-0.168,0.192
-3.600e-09,-0.08,0.652,0.248,0.608
-3.200e-09,-0.08,inf,0.72,0.8
-2.800e-09,-0.12,inf,0.856,0.8
-2.400e-09,-0.08,0.644,0.736,0.544
-2.000e-09,-0.12,0.284,0.384,0.016
-1.600e-09,-0.12,-0.308,-0.152, -inf
-1.200e-09,-0.12,-0.924,-0.56, -inf
-8.000e-10,-0.12, -inf,-0.704, -inf
-4.000e-10,-0.16,-1.22,-0.68, -inf
0.000e+00,-0.36,-0.812,-0.688, -inf
4.000e-10,-0.6,-0.452,-0.664,-0.376
8.000e-10,-0.72,-0.388,-0.696, -inf
1.200e-09,-0.72,-0.604, -inf, -inf
1.600e-09,-0.64,-0.916, -inf, -inf
2.000e-09,-0.64,-1.196, -inf, -inf
2.400e-09,-0.64, -inf,-0.712, -inf
2.800e-09,-0.68, -inf,-0.312, -inf
3.200e-09,-0.68, -inf,0.016, -inf
3.600e-09,-0.72,-0.924,0.288, -inf
4.000e-09,-0.72,-0.404,0.496,-0.152
4.400e-09,-0.68,0.132,0.584,0.2
4.800e-09,-0.68,0.468,0.488,0.408
5.200e-09,-0.72,0.652,0.384,0.576
5.600e-09,-0.68,0.732,0.432,0.696
6.000e-09,-0.72,0.764,0.648,0.712
6.400e-09,-0.72,0.756,0.824,0.624
6.800e-09,-0.72,0.74,0.848,0.536
7.200e-09,-0.68,0.644,0.816,0.464
7.600e-09,-0.68,0.508,0.768,0.352
8.000e-09,-0.72,0.364,0.712,0.256
8.400e-09,-0.72,0.236,0.592,0.224
8.800e-09,-0.72,0.268,0.408,0.264
9.200e-09,-0.68,0.444,0.256,0.328
9.600e-09,-0.72,0.548,0.184,0.248
1.000e-08,-0.72,0.316,0.088,-0.08
1.040e-08,-0.68,-0.22,-0.144,-0.528
1.080e-08,-0.68,-0.78,-0.384, -inf
1.120e-08,-0.68,-1.18,-0.424, -inf
1.160e-08,-0.64, -inf,-0.328, -inf
1.200e-08,-0.68, -inf,-0.24, -inf
1.240e-08,-0.68,-1.148,-0.168, -inf
1.280e-08,-0.68,-0.844,-0.112,-0.112
1.320e-08,-0.68,-0.388,-0.12,0.224
1.360e-08,-0.64,-0.028,-0.216,0.28
1.400e-08,-0.68,0.028,-0.304,0.12
1.440e-08,-0.64,-0.148,-0.36,-0.088
1.480e-08,-0.64,-0.348,-0.232,-0.144
1.520e-08,-0.68,-0.468,0.12,-0.12
1.560e-08,-0.64,-0.452,0.408,-0.104
1.600e-08,-0.64,-0.356,0.424,-0.072
1.640e-08,-0.68,-0.276,0.256,0.008
1.680e-08,-0.64,-0.22,0.032,0.096
1.720e-08,-0.64,-0.14,-0.216,0.176
1.760e-08,-0.64,-0.036,-0.376,0.288
1.800e-08,-0.64,0.076,-0.384,0.4
1.840e-08,-0.68,0.204,-0.32,0.376
1.880e-08,-0.64,0.236,-0.216,0.16
1.920e-08,-0.64,-0.02,-0.208,-0.2
1.960e-08,-0.64,-0.484,-0.392, -inf
2.000e-08,-0.6,-0.876,-0.736, -inf
2.040e-08,-0.64,-1.076, -inf, -inf
2.080e-08,-0.6,-1.116, -inf, -inf
2.120e-08,-0.6,-1.044, -inf, -inf
2.160e-08,-0.6,-0.956, -inf, -inf
2.200e-08,-0.64,-0.924, -inf, -inf
2.240e-08,-0.64,-0.924, -inf, -inf
2.280e-08,-0.6,-0.972, -inf, -inf
2.320e-08,-0.6,-1.108, -inf, -inf
2.360e-08,-0.56,-1.228, -inf, -inf
2.400e-08,-0.6, -inf, -inf, -inf
2.440e-08,-0.64,-1.164, -inf, -inf
2.480e-08,-0.6,-1.012,-0.712, -inf
2.520e-08,-0.6,-0.828,-0.6,-0.456
2.560e-08,-0.6,-0.708,-0.632,-0.464
2.600e-08,-0.6,-0.692,-0.72,-0.464
2.640e-08,-0.64,-0.692,-0.744,-0.432
2.680e-08,-0.6,-0.54,-0.656,-0.336
2.720e-08,-0.64,-0.284,-0.4,-0.184
2.760e-08,-0.64,-0.004,-0.104,-0.04
2.800e-08,-0.6,0.18,0.088,0.056
2.840e-08,-0.6,0.196,0.096,0.088
2.880e-08,-0.6,0.068,-0.016,0.072
2.920e-08,-0.6,-0.06,-0.208,0.056
2.960e-08,-0.6,-0.012,-0.344,0.096
3.000e-08,-0.6,0.18,-0.328,0.168
3.040e-08,-0.6,0.356,-0.256,0.192
3.080e-08,-0.6,0.372,-0.296,0.12
3.120e-08,-0.64,0.172,-0.496,-0.032
3.160e-08,-0.64,-0.108,-0.72,-0.2
3.200e-08,-0.64,-0.284,-0.856,-0.344
